Potencial do Jogador,Idade,Posicao,Gols,Assistencias,Chutes ao Gol,Precisao de Passe,Desarmes,Interceptacoes,Faltas,Cartoes Amarelos,Cartoes Vermelhos,Historico de Lesoes,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante
83,28,Forward,8,6,10,91.5,4,0,2,0,0,None,205,93,Braga,Esquerdo
68,33,Midfielder,2,5,9,88.2,0,2,0,0,0,None,166,58,Lisboa,Direito
86,24,Midfielder,7,2,7,88.3,7,1,0,0,0,Medium,171,96,Lisboa,Direito
97,31,Forward,5,4,8,97.1,2,1,0,0,0,None,192,71,Faro,Ambidestro
64,22,Forward,14,6,13,79.3,2,4,0,0,0,Low,179,89,Braga,Esquerdo
96,26,Midfielder,10,6,15,89.0,1,2,2,0,0,None,151,86,Lisboa,Esquerdo
85,17,Forward,6,3,8,83.5,2,1,0,0,0,Low,156,52,Braga,Esquerdo
54,20,Defender,3,2,9,92.3,4,1,1,0,0,High,174,56,Lisboa,Esquerdo
97,20,Defender,9,4,13,70.7,1,2,2,0,1,None,167,60,Braga,Esquerdo
100,29,Forward,9,2,9,97.7,0,2,1,1,0,High,185,71,Braga,Direito
68,29,Goalkeeper,7,4,9,89.5,1,3,1,0,0,None,179,65,Braga,Esquerdo
62,25,Defender,4,5,9,70.8,4,2,2,1,0,None,160,69,Braga,Ambidestro
50,24,Midfielder,9,5,10,71.6,2,5,1,0,0,None,150,71,Braga,Ambidestro
96,22,Forward,7,3,7,94.5,3,3,0,0,0,Medium,171,59,Porto,Esquerdo
76,28,Goalkeeper,7,1,11,80.8,0,2,0,0,0,Medium,192,60,Coimbra,Esquerdo
60,18,Defender,3,3,14,81.2,1,2,0,0,0,High,172,80,Braga,Ambidestro
89,19,Forward,4,7,18,98.6,1,4,1,0,0,None,207,66,Braga,Esquerdo
72,24,Goalkeeper,1,3,11,95.7,1,2,1,0,0,High,162,75,Braga,Ambidestro
74,32,Defender,4,0,6,70.2,3,2,0,0,0,Medium,192,90,Faro,Direito
64,21,Forward,5,3,10,90.5,3,1,3,0,0,None,189,70,Porto,Esquerdo
51,24,Goalkeeper,8,2,8,97.4,0,4,0,0,0,Medium,175,61,Lisboa,Ambidestro
99,21,Midfielder,4,2,11,98.6,3,3,2,0,0,Low,200,55,Porto,Ambidestro
95,20,Goalkeeper,3,1,12,97.6,2,3,0,0,0,Low,172,65,Faro,Ambidestro
54,27,Goalkeeper,7,4,12,83.1,1,4,2,1,0,Medium,156,99,Lisboa,Direito
94,18,Midfielder,9,6,13,93.8,2,2,2,0,1,None,177,62,Coimbra,Ambidestro
63,22,Goalkeeper,7,4,6,85.3,0,1,1,0,0,None,206,84,Braga,Direito
73,22,Forward,5,4,10,82.1,1,1,2,0,0,None,188,86,Braga,Direito
63,28,Defender,4,2,10,82.7,4,0,1,1,0,Low,163,63,Coimbra,Esquerdo
90,33,Defender,4,0,8,91.8,1,3,0,0,0,None,187,95,Braga,Direito
64,32,Forward,3,2,5,83.4,1,2,2,0,0,Low,169,93,Coimbra,Direito
96,21,Defender,6,0,5,89.1,2,2,2,0,0,High,164,93,Faro,Ambidestro
72,16,Defender,5,3,9,82.0,1,3,1,1,0,Low,167,78,Porto,Ambidestro
58,26,Forward,6,1,10,98.4,1,1,3,0,0,None,199,88,Lisboa,Direito
72,33,Goalkeeper,5,1,10,85.4,2,2,1,0,1,Low,171,66,Faro,Direito
89,28,Defender,6,4,9,78.1,4,3,1,0,0,Medium,192,95,Coimbra,Ambidestro
65,20,Midfielder,3,6,10,93.3,2,3,0,0,0,High,188,83,Lisboa,Direito
51,26,Defender,3,3,10,89.9,3,2,3,0,0,Medium,196,63,Porto,Direito
68,17,Goalkeeper,2,6,10,89.9,1,4,0,0,0,High,199,65,Porto,Esquerdo
91,25,Forward,2,2,7,83.3,3,2,1,0,0,Medium,156,55,Coimbra,Ambidestro
74,32,Forward,7,2,15,83.2,3,5,2,1,0,Medium,181,90,Porto,Direito
96,29,Forward,5,2,13,75.9,2,3,0,0,0,None,201,97,Lisboa,Direito
82,25,Midfielder,13,3,7,71.4,4,3,1,0,0,Low,164,58,Coimbra,Direito
55,28,Defender,6,5,11,96.6,1,1,2,1,0,High,201,78,Faro,Direito
56,28,Forward,7,5,7,95.6,3,2,0,0,0,Medium,186,88,Lisboa,Direito
51,27,Goalkeeper,2,4,8,81.8,3,0,1,1,0,Medium,207,67,Coimbra,Ambidestro
83,32,Forward,6,3,14,77.1,3,1,2,0,0,Low,168,79,Faro,Ambidestro
71,34,Forward,4,5,6,89.4,1,5,1,0,0,High,183,62,Lisboa,Esquerdo
56,21,Defender,4,0,11,93.7,2,1,0,1,0,None,198,64,Coimbra,Esquerdo
71,30,Defender,5,4,7,74.3,3,3,1,0,0,Medium,185,78,Faro,Ambidestro
76,20,Defender,3,1,4,77.3,0,3,0,0,0,Medium,196,85,Lisboa,Direito
63,34,Goalkeeper,5,4,15,84.9,4,0,0,0,0,None,163,68,Porto,Direito
94,20,Defender,1,3,10,73.2,3,1,1,0,0,None,184,71,Coimbra,Esquerdo
68,34,Defender,7,4,11,82.8,2,6,2,0,0,Low,187,83,Lisboa,Ambidestro
92,31,Defender,1,3,11,82.1,3,4,0,0,0,High,199,57,Lisboa,Ambidestro
64,16,Forward,4,6,9,88.9,1,3,1,0,0,None,152,92,Faro,Direito
57,33,Goalkeeper,6,3,11,89.9,1,0,2,0,0,Low,169,93,Porto,Ambidestro
81,21,Midfielder,4,4,7,99.0,0,2,1,0,0,Low,170,67,Braga,Direito
66,27,Goalkeeper,3,1,14,75.2,4,0,1,1,0,None,151,79,Faro,Ambidestro
71,28,Forward,4,2,14,72.5,4,2,1,0,0,High,152,82,Faro,Direito
99,21,Midfielder,7,1,6,86.5,4,3,3,0,0,Low,190,70,Porto,Direito
86,24,Goalkeeper,4,4,6,79.5,3,5,0,0,0,Medium,206,59,Braga,Direito
79,30,Forward,3,6,11,71.9,2,1,2,0,0,None,157,71,Porto,Esquerdo
73,32,Forward,6,1,10,75.1,1,4,1,0,1,Medium,180,75,Faro,Direito
83,32,Midfielder,1,6,12,79.8,2,0,0,0,0,Low,168,74,Coimbra,Esquerdo
99,26,Forward,2,2,18,73.7,1,0,2,0,0,None,209,84,Lisboa,Ambidestro
82,21,Midfielder,3,1,10,95.0,2,3,2,0,0,None,209,65,Porto,Esquerdo
61,31,Goalkeeper,4,0,11,98.6,1,2,1,0,0,High,154,82,Porto,Ambidestro
86,19,Midfielder,4,3,7,95.0,2,5,1,0,0,Low,184,89,Faro,Direito
95,22,Midfielder,3,1,12,83.3,2,1,2,0,0,Medium,179,82,Lisboa,Esquerdo
77,32,Forward,4,3,13,97.8,1,1,0,0,0,High,208,99,Lisboa,Direito
54,34,Defender,5,3,15,85.0,3,2,1,0,0,Low,185,92,Coimbra,Ambidestro
58,32,Forward,11,2,12,74.0,2,0,1,1,0,Medium,197,53,Braga,Ambidestro
58,26,Forward,7,4,12,98.4,2,4,1,0,0,Low,175,93,Lisboa,Esquerdo
56,31,Goalkeeper,5,4,11,93.5,1,2,1,0,0,Low,203,63,Porto,Ambidestro
95,17,Midfielder,2,1,17,71.5,1,0,0,0,0,None,205,76,Lisboa,Ambidestro
57,26,Goalkeeper,6,2,2,99.1,3,2,2,0,0,Low,153,84,Lisboa,Direito
95,28,Goalkeeper,5,8,10,88.6,2,3,2,1,0,Medium,193,67,Braga,Ambidestro
91,18,Midfielder,3,5,9,97.7,3,2,1,0,0,None,171,97,Lisboa,Ambidestro
72,34,Goalkeeper,6,3,10,99.3,1,2,1,0,0,Medium,164,61,Faro,Direito
92,23,Defender,7,3,8,91.7,4,0,1,0,0,None,197,87,Faro,Esquerdo
53,23,Midfielder,5,1,10,86.0,1,1,3,0,0,Low,203,84,Lisboa,Direito
52,17,Goalkeeper,7,2,15,95.6,4,2,0,0,0,High,162,80,Porto,Ambidestro
92,28,Defender,5,0,11,99.2,2,1,0,0,0,None,203,90,Braga,Esquerdo
52,28,Forward,4,6,9,85.4,1,2,1,0,0,High,169,61,Porto,Esquerdo
75,23,Midfielder,1,5,9,77.9,2,3,0,1,0,High,207,50,Lisboa,Esquerdo
97,28,Forward,4,1,13,99.2,3,0,1,0,0,Medium,194,50,Coimbra,Direito
100,32,Goalkeeper,5,3,9,97.0,4,3,0,0,0,None,168,89,Faro,Esquerdo
81,32,Defender,8,5,7,73.5,2,2,0,0,0,Medium,182,51,Lisboa,Esquerdo
73,22,Defender,7,2,9,91.9,1,4,1,0,0,Low,194,77,Braga,Esquerdo
91,20,Defender,4,3,16,83.0,5,1,0,0,0,None,177,51,Faro,Ambidestro
79,29,Forward,7,2,8,89.9,1,1,1,0,0,Low,205,72,Porto,Esquerdo
96,28,Defender,3,0,9,82.7,6,3,0,0,0,Low,203,52,Coimbra,Esquerdo
81,17,Defender,5,6,11,91.2,1,2,1,0,0,None,195,94,Porto,Esquerdo
68,34,Forward,5,1,9,75.2,4,1,2,0,0,Medium,204,83,Porto,Ambidestro
98,22,Forward,8,6,12,88.5,1,2,2,0,0,None,159,98,Coimbra,Direito
78,18,Defender,5,0,13,80.7,3,1,3,0,0,None,172,97,Faro,Direito
57,30,Goalkeeper,7,2,10,84.5,1,2,2,0,0,Medium,194,73,Faro,Esquerdo
60,28,Midfielder,5,2,17,87.1,2,1,1,0,0,High,176,81,Lisboa,Direito
81,31,Midfielder,2,0,13,84.3,1,1,1,1,0,Medium,157,65,Braga,Ambidestro
86,16,Goalkeeper,2,2,7,82.6,0,3,1,0,0,None,155,75,Lisboa,Ambidestro
79,19,Goalkeeper,4,1,7,85.7,2,1,0,0,0,Medium,167,65,Lisboa,Direito
51,19,Defender,3,5,8,93.6,3,2,1,1,0,Medium,179,59,Coimbra,Ambidestro
77,23,Midfielder,6,3,7,99.2,5,2,2,0,0,None,196,87,Porto,Ambidestro
80,25,Midfielder,7,6,11,98.3,0,4,2,0,0,None,156,57,Braga,Ambidestro
52,34,Midfielder,9,3,11,74.5,3,4,0,0,0,Medium,162,53,Faro,Direito
93,20,Midfielder,4,4,13,99.7,2,4,1,0,0,High,152,96,Coimbra,Esquerdo
56,22,Goalkeeper,6,7,11,91.5,0,2,1,0,0,Medium,174,94,Faro,Ambidestro
93,28,Forward,5,0,12,94.3,5,1,0,0,0,Low,195,60,Coimbra,Direito
66,17,Midfielder,4,1,9,94.1,1,0,0,0,0,None,182,93,Lisboa,Esquerdo
62,22,Midfielder,9,4,12,71.0,3,1,1,0,0,None,191,91,Coimbra,Ambidestro
96,23,Midfielder,3,3,18,83.1,1,3,1,0,0,Medium,177,67,Porto,Esquerdo
100,30,Midfielder,7,5,13,90.8,0,4,2,0,0,High,183,65,Braga,Direito
93,33,Forward,4,4,9,97.1,1,0,1,1,0,Medium,152,73,Coimbra,Ambidestro
57,21,Forward,3,2,7,82.1,1,1,1,1,0,High,191,54,Lisboa,Esquerdo
98,29,Defender,9,4,6,78.0,2,4,2,1,0,Low,168,56,Porto,Ambidestro
98,24,Goalkeeper,3,5,11,73.5,3,4,1,0,0,Medium,155,70,Faro,Esquerdo
97,25,Midfielder,4,5,15,90.6,7,1,0,0,0,Low,183,81,Coimbra,Direito
58,32,Midfielder,2,1,11,99.5,2,2,1,0,0,None,158,76,Faro,Ambidestro
79,21,Defender,9,1,5,81.4,3,4,2,0,0,None,156,53,Faro,Direito
97,31,Forward,7,4,7,98.4,2,1,2,0,0,None,187,72,Braga,Esquerdo
76,31,Defender,9,0,7,74.0,1,2,1,0,0,Medium,161,62,Faro,Esquerdo
72,16,Forward,6,3,7,75.9,3,0,1,0,0,Medium,199,84,Braga,Direito
60,34,Goalkeeper,6,4,6,70.3,0,2,0,0,0,None,174,52,Lisboa,Esquerdo
100,19,Defender,4,2,7,95.1,3,2,3,0,1,Low,156,97,Porto,Ambidestro
58,33,Defender,5,2,11,84.4,1,4,1,1,0,Low,189,54,Faro,Direito
69,30,Midfielder,5,3,12,86.2,2,0,1,0,0,Low,165,83,Coimbra,Ambidestro
75,23,Defender,5,2,3,85.1,2,7,0,0,0,None,199,69,Faro,Esquerdo
92,16,Forward,4,5,10,80.7,3,0,1,1,0,Low,182,72,Lisboa,Direito
86,17,Forward,5,4,10,87.5,0,0,1,0,0,Low,191,53,Braga,Ambidestro
87,25,Defender,3,2,10,87.9,0,3,1,0,0,Low,181,68,Porto,Ambidestro
72,16,Forward,3,4,9,70.4,2,1,2,1,0,High,162,74,Porto,Esquerdo
73,26,Defender,4,3,11,99.9,1,2,0,0,0,High,186,81,Faro,Esquerdo
69,19,Goalkeeper,9,4,6,81.1,1,3,0,0,0,High,175,94,Braga,Direito
71,27,Midfielder,9,3,12,86.7,3,2,0,0,0,None,198,77,Coimbra,Direito
90,34,Goalkeeper,7,3,6,81.5,3,1,0,0,0,None,175,89,Faro,Direito
80,18,Goalkeeper,5,3,11,95.0,1,0,1,0,0,Low,187,56,Lisboa,Ambidestro
82,16,Midfielder,5,3,14,85.3,2,1,1,0,0,Medium,155,86,Coimbra,Ambidestro
57,16,Midfielder,7,3,8,71.0,2,0,0,0,0,High,192,57,Faro,Esquerdo
83,20,Midfielder,6,2,12,73.5,3,1,1,0,0,None,200,59,Faro,Direito
69,21,Defender,11,0,10,88.3,4,2,1,0,0,High,192,55,Braga,Ambidestro
85,22,Forward,3,6,10,93.8,2,1,0,1,0,Low,169,85,Faro,Direito
99,24,Defender,5,7,8,87.3,5,3,1,0,0,Medium,157,75,Faro,Ambidestro
90,33,Forward,3,3,18,76.1,3,2,3,0,0,None,185,64,Lisboa,Esquerdo
76,31,Defender,1,2,9,77.9,1,1,1,0,0,None,186,55,Coimbra,Direito
53,20,Forward,6,2,11,86.1,0,0,3,0,0,Low,156,79,Lisboa,Ambidestro
73,25,Forward,4,2,9,92.6,2,3,1,0,1,None,204,72,Faro,Direito
93,26,Goalkeeper,9,1,12,77.9,2,1,2,1,1,Medium,168,56,Porto,Ambidestro
78,17,Defender,7,4,11,71.5,4,3,2,1,0,Low,205,63,Coimbra,Direito
62,17,Midfielder,5,2,13,98.5,1,1,1,0,0,None,154,96,Braga,Ambidestro
60,23,Defender,2,2,15,76.1,4,0,0,0,0,Low,189,86,Lisboa,Ambidestro
60,25,Midfielder,5,4,7,97.1,4,4,1,0,0,None,156,87,Faro,Direito
73,19,Defender,1,2,8,98.7,2,1,0,0,0,Low,197,56,Coimbra,Ambidestro
91,22,Goalkeeper,5,3,7,81.6,2,1,3,0,0,None,160,76,Coimbra,Direito
65,27,Forward,4,1,9,97.9,2,3,2,0,0,Low,198,68,Lisboa,Esquerdo
62,30,Midfielder,6,6,15,71.3,5,2,1,0,0,None,197,71,Coimbra,Direito
54,34,Forward,5,4,16,99.0,0,0,3,0,0,High,158,71,Faro,Esquerdo
63,16,Forward,4,2,8,84.1,3,1,1,0,0,Low,205,67,Lisboa,Direito
57,30,Forward,10,4,14,92.6,3,2,2,0,0,Medium,187,73,Coimbra,Esquerdo
68,19,Goalkeeper,6,2,10,90.6,3,0,0,0,0,Low,199,82,Lisboa,Esquerdo
77,28,Defender,1,2,4,93.5,2,1,2,0,0,None,155,56,Coimbra,Direito
63,26,Forward,2,2,8,71.8,4,2,1,0,0,None,209,65,Coimbra,Esquerdo
89,27,Goalkeeper,12,4,9,84.0,1,0,1,0,0,Medium,189,96,Porto,Ambidestro
75,20,Goalkeeper,5,4,8,83.8,0,1,1,0,0,Medium,159,78,Braga,Direito
75,22,Goalkeeper,3,10,5,98.2,1,0,1,0,0,High,186,76,Coimbra,Direito
71,20,Defender,3,1,10,80.9,2,2,0,0,0,Low,162,62,Coimbra,Ambidestro
87,31,Midfielder,5,2,17,99.3,0,3,0,0,1,Medium,184,62,Lisboa,Direito
55,19,Forward,3,4,5,80.3,2,1,0,1,0,None,169,84,Braga,Esquerdo
95,28,Goalkeeper,7,4,11,77.4,3,0,0,0,0,High,177,67,Coimbra,Ambidestro
96,20,Midfielder,3,3,12,97.7,1,1,1,0,0,High,173,51,Lisboa,Ambidestro
55,24,Midfielder,4,4,6,77.0,2,0,2,0,0,High,163,77,Lisboa,Esquerdo
74,30,Goalkeeper,7,4,14,75.2,2,1,1,0,0,Medium,193,88,Porto,Direito
70,31,Defender,5,2,7,74.2,1,0,1,1,0,High,203,59,Porto,Esquerdo
93,19,Midfielder,3,2,8,96.6,0,4,2,0,0,Medium,196,51,Faro,Ambidestro
67,31,Defender,4,1,11,73.1,4,2,1,0,0,None,206,85,Coimbra,Direito
97,29,Defender,4,2,13,99.9,3,3,2,0,0,High,161,93,Braga,Esquerdo
99,32,Midfielder,9,6,8,85.0,0,3,0,0,0,None,168,98,Faro,Direito
52,33,Midfielder,3,0,12,85.0,2,1,1,0,0,None,196,61,Porto,Esquerdo
82,21,Midfielder,6,2,18,94.1,1,2,0,0,0,High,170,68,Braga,Esquerdo
73,25,Defender,5,3,10,96.5,2,0,2,0,0,None,179,51,Lisboa,Ambidestro
70,19,Defender,1,4,11,95.1,2,3,1,0,0,None,172,87,Faro,Esquerdo
81,16,Midfielder,8,3,15,75.2,2,2,0,0,0,Medium,185,53,Faro,Direito
93,21,Goalkeeper,8,4,13,96.0,1,1,1,0,0,High,174,66,Faro,Esquerdo
59,16,Goalkeeper,6,3,7,99.6,2,0,1,1,0,Low,164,97,Braga,Direito
54,33,Defender,5,6,10,76.7,3,1,1,0,1,None,168,74,Lisboa,Esquerdo
100,34,Goalkeeper,3,3,5,78.6,3,3,2,0,0,Low,185,77,Coimbra,Esquerdo
57,20,Midfielder,2,3,12,74.4,4,4,1,0,0,Low,171,94,Porto,Direito
77,18,Defender,4,3,10,82.3,1,3,1,0,0,High,196,58,Faro,Direito
58,32,Goalkeeper,2,2,14,99.1,3,4,0,0,0,Medium,190,94,Coimbra,Esquerdo
75,19,Defender,8,4,8,96.0,0,2,2,0,0,None,201,80,Braga,Esquerdo
86,18,Goalkeeper,5,2,5,97.8,5,0,0,0,0,None,202,89,Faro,Esquerdo
96,26,Goalkeeper,7,1,9,88.6,2,2,0,0,0,High,193,63,Coimbra,Direito
59,29,Forward,5,4,9,92.3,0,6,1,0,1,High,186,61,Braga,Direito
66,32,Goalkeeper,3,3,11,73.0,2,3,1,0,0,Low,183,67,Braga,Direito
95,23,Forward,2,4,10,87.1,1,2,2,0,0,High,206,71,Braga,Direito
71,25,Midfielder,6,3,10,96.6,2,0,1,0,0,High,198,75,Braga,Direito
51,16,Forward,2,3,14,92.1,2,1,3,1,0,Low,205,75,Braga,Esquerdo
95,26,Defender,7,4,7,83.5,3,1,0,0,0,Medium,190,65,Lisboa,Ambidestro
70,34,Midfielder,4,2,12,73.1,4,0,0,0,0,None,171,82,Braga,Ambidestro
96,27,Forward,7,5,14,99.0,5,2,1,0,0,Medium,176,59,Coimbra,Ambidestro
92,18,Midfielder,3,3,14,75.1,2,2,3,0,0,Low,202,65,Coimbra,Esquerdo
62,18,Goalkeeper,6,4,6,94.5,1,2,1,0,0,High,193,89,Braga,Esquerdo
87,19,Midfielder,6,2,9,92.1,5,3,0,0,0,High,158,96,Braga,Ambidestro
86,19,Goalkeeper,3,3,18,80.6,1,2,1,0,0,Medium,164,64,Porto,Ambidestro
90,34,Defender,4,2,10,70.6,2,1,3,0,0,Low,155,86,Braga,Direito
62,30,Goalkeeper,5,1,9,98.8,1,1,2,0,0,High,169,61,Lisboa,Direito
75,19,Goalkeeper,7,2,16,89.2,2,1,3,0,0,Medium,192,90,Braga,Direito
71,33,Goalkeeper,4,2,16,87.5,2,0,0,1,0,Medium,151,86,Lisboa,Direito
93,34,Forward,4,2,6,75.7,0,2,0,0,0,High,182,94,Porto,Ambidestro
66,30,Defender,5,1,22,84.0,5,3,1,0,0,High,182,74,Faro,Ambidestro
76,25,Midfielder,0,0,12,71.8,4,2,0,0,0,Low,179,65,Braga,Direito
75,17,Goalkeeper,7,2,12,77.4,1,3,1,0,0,None,208,91,Faro,Esquerdo
67,20,Midfielder,1,3,7,90.4,3,0,1,0,0,None,181,90,Coimbra,Ambidestro
83,26,Midfielder,8,4,8,71.5,5,3,0,0,0,High,164,93,Lisboa,Esquerdo
99,27,Goalkeeper,5,3,9,88.6,1,1,1,0,0,None,183,57,Porto,Esquerdo
69,24,Forward,7,0,13,74.2,5,2,2,0,0,Medium,186,63,Braga,Esquerdo
59,27,Defender,6,0,6,71.6,2,1,0,0,0,Low,189,87,Porto,Direito
97,18,Goalkeeper,8,3,9,89.6,2,4,0,0,0,Low,177,97,Porto,Esquerdo
68,32,Goalkeeper,7,6,10,94.1,0,1,1,0,0,None,186,58,Coimbra,Ambidestro
98,16,Defender,4,3,7,81.5,4,0,2,1,0,Low,161,97,Porto,Esquerdo
74,16,Forward,2,5,11,98.3,4,0,0,0,0,Medium,161,70,Lisboa,Direito
79,22,Defender,2,2,8,89.2,2,1,1,0,0,None,192,90,Braga,Ambidestro
79,30,Goalkeeper,4,7,9,90.1,1,4,0,0,0,Low,203,62,Faro,Esquerdo
91,26,Defender,3,2,14,97.1,1,3,0,0,0,None,186,82,Porto,Direito
89,24,Midfielder,6,4,6,76.5,1,3,3,0,0,Low,151,71,Faro,Ambidestro
64,29,Midfielder,5,0,11,71.4,2,2,0,0,0,High,197,51,Braga,Direito
90,18,Midfielder,5,4,13,90.2,1,1,1,0,0,Medium,205,77,Lisboa,Esquerdo
82,19,Forward,5,3,15,82.8,2,2,1,0,0,None,170,87,Lisboa,Esquerdo
68,18,Midfielder,10,2,12,86.7,1,3,3,1,0,Medium,190,69,Coimbra,Esquerdo
71,27,Defender,6,3,13,85.7,0,0,2,0,0,High,169,70,Braga,Ambidestro
100,29,Forward,5,7,12,84.2,2,2,1,0,1,Medium,196,74,Coimbra,Direito
57,32,Defender,5,2,8,86.7,2,2,0,0,0,None,172,73,Faro,Esquerdo
69,24,Forward,6,6,6,89.7,3,3,5,0,0,Low,191,73,Braga,Ambidestro
54,24,Defender,6,2,8,76.2,1,3,3,1,0,Low,185,73,Faro,Direito
96,24,Goalkeeper,6,7,8,99.0,2,0,0,1,0,None,173,71,Braga,Ambidestro
69,18,Forward,7,2,6,92.1,3,1,1,0,0,Low,167,62,Faro,Ambidestro
66,19,Goalkeeper,6,5,9,85.8,0,2,0,0,1,Medium,184,64,Faro,Direito
58,28,Goalkeeper,4,2,12,81.4,2,3,0,1,0,None,159,81,Braga,Esquerdo
56,30,Goalkeeper,4,2,10,77.2,1,1,1,0,0,Low,174,99,Porto,Ambidestro
99,16,Goalkeeper,6,2,8,76.0,5,2,1,0,0,High,190,54,Faro,Esquerdo
93,20,Goalkeeper,5,1,8,98.6,1,0,5,0,0,Medium,183,89,Faro,Esquerdo
56,19,Goalkeeper,4,0,7,91.4,4,1,2,0,0,High,172,71,Lisboa,Ambidestro
85,29,Defender,7,3,10,91.2,0,5,2,0,0,Medium,171,63,Braga,Esquerdo
77,27,Midfielder,6,4,11,76.1,2,2,3,1,0,Medium,167,57,Lisboa,Ambidestro
67,29,Forward,6,1,12,99.1,0,0,0,1,0,None,171,65,Coimbra,Esquerdo
57,29,Defender,2,2,4,85.5,1,2,0,0,0,None,176,90,Braga,Esquerdo
60,27,Defender,4,6,7,88.2,0,2,2,0,0,High,177,78,Faro,Esquerdo
77,32,Defender,6,4,8,78.8,1,6,1,0,0,Medium,169,62,Coimbra,Ambidestro
90,30,Defender,6,1,9,85.3,1,1,4,0,0,High,170,84,Porto,Direito
55,32,Midfielder,9,4,15,70.7,2,2,0,0,0,High,191,67,Braga,Direito
69,17,Midfielder,9,2,13,78.6,3,2,3,0,1,Medium,163,87,Coimbra,Esquerdo
74,24,Forward,3,1,6,72.0,2,3,1,1,0,None,155,88,Porto,Direito
85,16,Forward,5,2,7,90.7,5,3,1,0,0,Low,180,54,Braga,Esquerdo
85,20,Defender,5,1,12,81.9,3,2,0,0,0,Medium,197,64,Faro,Ambidestro
89,22,Forward,1,6,13,81.9,4,1,4,0,0,None,204,71,Porto,Direito
63,29,Goalkeeper,5,4,8,75.0,0,3,3,0,0,None,196,79,Braga,Direito
68,23,Defender,6,2,7,76.5,2,2,0,0,0,High,172,73,Braga,Direito
78,31,Forward,3,6,8,90.9,0,1,2,0,0,Low,170,64,Braga,Ambidestro
90,25,Forward,5,2,12,98.4,0,0,1,0,0,Medium,192,50,Porto,Direito
91,34,Goalkeeper,7,2,13,91.8,3,4,1,0,0,Medium,178,97,Faro,Ambidestro
67,24,Defender,8,2,14,88.6,1,3,2,0,0,High,206,92,Porto,Direito
85,31,Midfielder,4,2,5,97.8,1,3,3,0,0,None,167,52,Braga,Direito
85,27,Defender,7,4,8,76.3,4,3,0,0,0,Low,161,70,Braga,Esquerdo
86,22,Midfielder,5,3,8,79.2,2,2,0,0,0,Medium,172,87,Faro,Esquerdo
86,31,Forward,3,2,8,71.8,1,0,0,1,0,Low,182,70,Coimbra,Ambidestro
51,17,Midfielder,7,1,7,73.1,1,0,0,0,0,Medium,166,83,Porto,Esquerdo
98,28,Defender,7,4,6,93.2,3,0,1,0,0,Medium,179,58,Porto,Esquerdo
98,19,Forward,3,1,13,74.4,1,1,3,1,0,None,181,80,Faro,Direito
70,34,Midfielder,6,5,9,94.0,1,1,2,0,1,Low,151,56,Porto,Esquerdo
59,31,Midfielder,4,2,10,76.8,1,3,1,1,0,Medium,167,91,Porto,Direito
59,19,Defender,6,3,10,78.0,2,0,1,0,0,None,179,72,Lisboa,Direito
59,26,Forward,4,2,11,93.4,3,2,1,0,0,Low,171,51,Lisboa,Ambidestro
67,28,Forward,9,6,7,74.0,2,3,2,1,0,Low,192,74,Faro,Ambidestro
68,22,Midfielder,3,3,7,95.4,0,2,1,0,1,None,202,97,Faro,Esquerdo
78,19,Midfielder,3,4,12,77.8,2,1,1,0,0,Low,168,55,Coimbra,Ambidestro
54,21,Midfielder,6,3,7,97.4,1,2,1,0,0,Low,190,57,Coimbra,Esquerdo
52,27,Goalkeeper,6,2,11,75.7,1,1,2,0,0,Low,160,97,Braga,Ambidestro
72,16,Forward,8,1,11,83.9,0,2,0,0,0,None,180,62,Lisboa,Direito
58,27,Midfielder,7,4,14,84.3,1,2,0,1,0,Medium,204,50,Coimbra,Direito
81,24,Midfielder,1,3,17,87.1,0,2,1,1,0,Low,192,69,Porto,Direito
75,26,Forward,7,4,7,89.2,2,0,1,0,0,Medium,162,94,Lisboa,Ambidestro
54,27,Goalkeeper,6,6,13,78.6,3,2,1,0,0,High,196,76,Coimbra,Esquerdo
89,21,Forward,5,0,10,90.7,3,6,2,0,0,Low,164,76,Coimbra,Direito
76,31,Goalkeeper,7,4,16,90.3,3,4,2,1,0,None,161,64,Braga,Direito
83,24,Defender,4,3,11,89.9,0,1,1,0,0,None,152,90,Faro,Esquerdo
64,18,Forward,6,4,8,70.4,3,0,2,0,0,None,182,96,Braga,Ambidestro
86,30,Forward,11,3,5,83.9,6,1,0,0,0,None,195,65,Coimbra,Esquerdo
65,19,Defender,6,3,6,80.7,3,2,2,0,0,Medium,204,59,Braga,Esquerdo
56,19,Forward,4,2,20,95.5,3,1,1,0,0,Medium,154,91,Lisboa,Esquerdo
70,23,Defender,2,1,4,91.3,1,3,1,0,1,Low,173,82,Lisboa,Ambidestro
73,25,Goalkeeper,5,1,9,96.8,3,1,0,0,0,Low,177,97,Braga,Direito
78,25,Forward,5,5,10,80.3,4,1,1,0,0,None,157,78,Porto,Esquerdo
53,25,Defender,9,2,10,85.2,1,1,0,0,0,High,203,53,Coimbra,Ambidestro
97,19,Midfielder,2,3,4,88.0,1,2,1,0,0,None,163,73,Lisboa,Direito
66,30,Goalkeeper,6,4,15,82.1,2,4,3,0,0,Low,177,69,Lisboa,Direito
86,34,Goalkeeper,3,3,9,74.0,3,3,2,1,0,High,171,54,Faro,Direito
