Diferenca de Golos da Equipa da Casa,Golos Marcados pela Equipa da Casa_5J,Golos Marcados pela Equipa Fora_5J,Golos Sofridos pela Equipa da Casa_5J,Golos Sofridos pela Equipa Fora_5J,Taxa de Vitorias da Equipa da Casa_10J,Taxa de Vitorias da Equipa Fora_10J,Posicao da Equipa da Casa na Liga,Posicao da Equipa Fora na Liga,Distancia Percorrida_Equipa Fora,Temperatura no Dia do Jogo,Numero de Espectadores,Golos da Equipa da Casa,Golos da Equipa Fora
1,1.853235807,0.139271345,2.00762733,1.484710162,0.904633278,0.805457897,19,19,119,19,12629,2,1
-3,1.602159295,0.804317743,1.794264107,1.543784533,0.420517011,0.870247379,4,2,671,14,6889,0,3
-3,0.539647201,1.513766211,0.902284167,1.162655446,0.46340028,0.897138633,8,7,993,29,41075,1,4
-1,0.885952584,1.118360612,0.966879083,1.513404545,0.243035036,0.932974115,17,20,352,17,17406,0,1
0,2.255932653,1.358827359,0.710498332,1.705385824,0.292617592,0.206705936,13,16,268,27,16828,1,1
-2,1.661102541,1.862823016,1.162924738,1.849647195,0.610422815,0.2728102,9,12,324,29,20090,0,2
-2,0.812602806,2.156792242,0.266050123,2.026902622,0.173898408,0.873864284,3,5,585,24,17268,0,2
4,1.909976554,1.02243682,1.463315016,1.941288704,0.702892751,0.788986466,1,7,177,21,26875,4,0
-2,2.03071748,1.110691637,1.965185362,0.100987753,0.962448702,0.025898954,7,20,990,18,8868,0,2
1,1.282482985,1.539356935,1.15660453,1.83075679,0.839997891,0.919517507,3,4,787,20,7930,2,1
-1,1.828841048,1.319575133,0.848909624,0.786867454,0.592050595,0.327991361,1,20,606,28,23628,1,2
2,-0.370050319,1.708618658,1.435735692,0.787200337,0.939147898,0.866942458,4,20,785,10,21159,2,0
-1,1.986788398,0.273402372,1.007845133,0.533122701,0.954640002,0.136720048,2,11,588,24,5787,1,2
2,2.087577696,1.373408111,1.904883775,1.396492667,0.715614134,0.624405874,12,5,267,23,1880,3,1
0,0.937648643,0.466337339,1.448315476,1.800460416,0.783477652,0.076464955,7,4,202,13,3204,0,0
-1,1.6410427,1.065138853,0.768855613,1.924137455,0.382260531,0.94381893,5,9,844,28,35004,0,1
0,1.330939728,0.846149923,1.616685518,1.468978735,0.80602264,0.451832009,12,19,655,20,37461,2,2
-1,1.44873526,0.865106831,1.491693379,2.107138708,0.981802604,0.409235599,11,6,356,27,40247,0,1
2,1.287559778,0.480977534,1.445867897,0.020032177,0.008136921,0.946539367,12,14,330,17,44047,2,0
-1,0.833852267,-0.065398525,1.044809228,0.066551584,0.734294422,0.964635558,12,12,233,26,16007,0,1
-3,2.445201852,1.636811882,1.137791428,1.686004395,0.500505765,0.265145644,10,11,908,23,10390,0,3
-1,1.344844575,1.771701032,1.928829098,1.946355678,0.248841239,0.58939147,1,12,848,26,34032,1,2
2,1.552377522,1.507044949,1.795656083,1.66123599,0.433199834,0.389790954,16,16,379,21,17388,2,0
-1,0.99529971,1.11364111,1.234145171,0.609082233,0.722250597,0.777239381,10,2,214,21,25934,0,1
0,0.981566419,1.476215998,1.047018115,2.213367204,0.976501121,0.110121756,10,13,713,18,26737,1,1
-1,1.706299208,0.633095196,1.854262864,1.822663661,0.026982248,0.097594587,10,14,422,25,42054,0,1
3,1.76319604,1.353009985,1.376148433,0.742255597,0.190436699,0.467635112,6,16,688,19,38206,3,0
3,1.938962085,1.010338892,1.882269802,1.778223623,0.43705822,0.296258254,5,9,516,13,13216,4,1
0,2.051887001,1.937484062,0.697605366,1.841183565,0.18973284,0.742829968,13,15,369,20,25153,0,0
0,1.39489623,1.62183039,2.420760245,2.274422711,0.081863671,0.107429271,18,2,521,20,5391,1,1
1,1.277898468,2.096381394,1.35048178,0.345591967,0.698191938,0.318027328,10,18,241,13,37208,1,0
3,1.873406916,1.016456614,1.240541283,1.246423977,0.142303157,0.813332215,5,1,756,26,17302,4,1
0,1.181280398,1.347045196,1.137205295,0.906746932,0.041529493,0.6080205,2,6,938,14,9174,1,1
4,1.935879248,1.549823642,0.545581328,-0.270402109,0.263280032,0.64117652,5,17,701,29,23642,5,1
0,1.687250144,1.293254629,1.211927245,1.843905582,0.047079555,0.502360268,5,14,296,26,23823,1,1
0,2.077513217,1.33573012,0.652072744,1.145520425,0.680757006,0.685444993,6,13,469,17,49204,2,2
2,1.835195844,0.606081744,1.53159998,0.549878001,0.853438741,0.206853087,15,20,832,12,10268,2,0
1,0.972777088,1.226751635,0.57840789,0.556504021,0.513514981,0.850542028,2,10,440,11,37185,1,0
0,1.067183179,1.017282776,1.259238728,1.046292775,0.849283926,0.663148809,1,4,101,25,34935,0,0
6,1.866242649,0.146074924,1.313205717,0.617958686,0.449179321,0.396964575,8,2,954,19,28530,6,0
0,2.453527921,0.777482238,1.29326028,1.447549298,0.296145072,0.9659068,10,3,884,26,49523,2,2
-2,0.83859415,1.560134127,0.432016392,0.624960495,0.8706103,0.070360307,3,10,559,11,11999,0,2
1,1.511605802,1.542382922,0.879718495,1.710404308,0.956927931,0.889183773,13,3,860,11,19036,1,0
1,1.640837279,0.430984152,1.291405441,1.216907682,0.933697266,0.691318212,3,7,248,12,29990,1,0
-3,0.737111244,1.253560112,0.539355359,0.975813957,0.788856101,0.240918991,19,2,681,24,10906,0,3
3,1.739062498,0.481110319,0.636389666,1.496857589,0.958950294,0.274050554,10,11,400,27,4933,3,0
2,1.453438604,1.464296535,1.464752194,0.733848878,0.076835444,0.265718239,7,2,79,22,24373,3,1
-2,0.451721259,1.765485882,1.142012717,1.207356278,0.433312059,0.307214631,18,16,282,23,38795,0,2
-1,2.310863989,1.079501989,1.079747045,1.287742768,0.201569138,0.413035637,18,2,865,14,45079,1,2
2,1.06839589,1.785573739,0.661244833,1.672224658,0.975204456,0.855507427,16,11,369,21,35171,3,1
-1,0.858748293,1.212082631,0.266979753,2.564697481,0.356764776,0.466522061,14,1,850,24,3799,1,2
0,1.710070811,1.27373978,0.602423454,1.450919216,0.27504099,0.870462686,20,6,784,12,23517,0,0
3,1.778743398,1.739371767,1.106446808,1.445030239,0.523478814,0.392654782,4,8,909,23,46158,3,0
-2,1.868205702,1.097915238,0.318228828,0.378461932,0.492947793,0.057153032,6,13,414,29,36515,1,3
0,1.306998319,1.791071049,1.493919916,1.492262206,0.621431282,0.392156381,2,6,811,14,41362,1,1
1,1.494542831,1.556701131,1.412004563,1.929257502,0.103104019,0.615473047,4,20,709,28,37738,1,0
-1,1.134596618,1.10924505,0.984428094,1.186652998,0.124718155,0.0884802,17,5,238,22,19685,0,1
0,0.844901347,1.504853148,1.857085471,1.262706908,0.520722353,0.384339018,6,18,410,11,47333,1,1
1,2.039565325,0.83445985,1.441484929,0.905226566,0.600604217,0.545769562,19,7,940,22,27662,1,0
3,1.448618657,1.860661786,1.365974174,0.688989734,0.446272187,0.739891123,15,17,269,16,17625,3,0
2,1.408842872,0.965474743,0.842317347,1.454330177,0.0065796,0.648172523,7,19,932,11,33663,3,1
0,0.500366204,1.139677963,2.017566128,1.75688589,0.265152959,0.062813325,9,4,334,22,1064,1,1
0,1.410814448,0.21894871,0.959398743,1.046436927,0.008262043,0.99195107,9,17,338,18,2509,1,1
1,1.078752751,1.239623542,1.367387259,1.063636762,0.653577887,0.165127555,16,12,295,17,26068,2,1
1,1.412693173,0.748137783,1.714483205,0.841434204,0.499341118,0.945925997,17,9,639,28,7119,1,0
0,1.390377924,0.863601252,1.218075356,1.950197164,0.311214943,0.869760318,14,18,779,23,45036,2,2
0,1.276767604,0.909307697,0.862385365,2.125832228,0.824479058,0.618657135,8,13,136,16,13086,0,0
1,1.969419321,1.581945232,1.637097611,1.533720763,0.945137523,0.783376003,11,8,561,19,8385,3,2
0,1.723527076,0.800850679,0.875929883,1.787306989,0.808063376,0.628939573,7,8,260,25,39940,1,1
2,2.063577257,0.641452469,1.090515852,1.177829402,0.648433571,0.921043745,15,8,273,19,8016,2,0
-1,0.837586315,1.186092577,0.888253328,0.658024798,0.864768188,0.457757262,5,13,990,10,10247,0,1
2,1.175522036,1.571835972,1.443824935,1.162788585,0.337443011,0.60245867,2,17,155,15,47374,2,0
2,1.479859591,1.18253506,1.327662127,1.710607412,0.129935472,0.127896634,19,15,139,24,10645,2,0
0,1.296680515,0.419612714,0.620900735,1.464288246,0.702110007,0.358335203,18,16,626,10,14679,0,0
-1,1.460371137,-0.647142646,1.386267158,1.606301534,0.203786636,0.569797537,4,19,933,14,49834,1,2
0,0.9089483,1.319631431,2.012880034,0.990256757,0.021619889,0.202772234,2,4,215,27,22809,0,0
1,1.141910971,2.012139297,1.45384488,1.539874759,0.468053967,0.558939108,20,2,905,17,28090,2,1
-1,0.679223023,1.253928124,0.995151995,1.771574949,0.549082941,0.334766204,10,17,950,12,7225,1,2
-1,1.054987224,1.619457584,0.969800782,1.064358078,0.623017825,0.068854105,3,17,707,29,18586,1,2
1,1.84708836,0.659371093,1.432851024,1.104233852,0.299896647,0.534665885,8,4,436,19,33963,1,0
0,1.392896558,0.533252787,1.131245406,1.423923451,0.793988426,0.135500221,14,7,922,25,49785,1,1
5,2.252876619,1.002478401,1.809659521,0.418649328,0.59548604,0.343255491,12,3,477,25,22506,5,0
1,1.202233063,1.288221566,1.453427265,1.328511716,0.706812609,0.939303805,14,15,487,22,40450,1,0
-1,1.55953554,0.412942491,1.452484938,0.819761726,0.607655612,0.970321092,18,11,424,12,24392,2,3
1,0.893373835,1.067925849,0.899612129,1.762443522,0.348144025,0.950975032,8,18,416,17,42228,2,1
2,2.800335935,0.911513715,0.572506301,1.664259159,0.036885086,0.529206725,19,8,79,16,31635,4,2
-1,1.410689701,1.228952192,0.93075143,1.595632761,0.842490058,0.584036587,9,5,200,29,18228,0,1
-3,1.91481492,2.014247584,0.626495931,1.810045038,0.510320032,0.288605876,11,10,522,13,12612,0,3
0,1.70669251,1.891053655,0.384294701,1.390622149,0.41924497,0.483103822,13,3,286,27,14703,2,2
1,1.208060593,1.119757368,1.335953291,1.554610909,0.181168162,0.101240666,20,17,132,23,47089,1,0
-3,0.834549359,1.469810947,1.071448835,1.810777668,0.187486007,0.419728589,20,11,183,18,35306,0,3
0,1.578071562,1.391188036,1.839624618,0.792648793,0.464694199,0.253441681,9,2,672,12,8592,1,1
-2,1.221605128,0.929318026,2.442955331,1.834574583,0.549692044,0.425291901,4,9,363,23,9321,0,2
1,1.422247849,1.391633544,1.41395382,1.489113304,0.278323413,0.031161246,14,19,750,21,14789,1,0
2,1.825651029,1.388035729,0.80540919,1.207652605,0.164172115,0.259567618,11,1,104,23,17533,3,1
1,1.539120578,1.526517396,0.995017527,1.509291803,0.374594505,0.304413309,11,11,189,17,41342,2,1
-1,1.688558149,1.554139474,0.973429868,1.906153755,0.010190948,0.510901388,3,12,639,14,39944,0,1
-1,1.575023288,2.018065076,1.548865304,1.692297544,0.654692118,0.914955201,2,6,469,11,20911,1,2
1,0.766375334,0.787209597,1.713150822,1.800701982,0.878700222,0.779172565,17,8,942,14,29019,1,0
6,2.198031098,1.438517249,2.207898616,0.753598183,0.0224146,0.654082137,6,6,236,12,15724,6,0
-2,2.087926148,1.587704642,0.121913084,1.516859435,0.96605021,0.895155056,17,11,639,13,30336,1,3
-1,0.931917573,1.499881175,1.651734033,0.893626348,0.741121288,0.789206264,5,13,769,18,37954,0,1
1,1.752650306,0.667494718,1.460845684,1.348921005,0.878387211,0.258277396,17,9,68,24,37345,2,1
1,1.168987865,1.14970136,1.186379165,1.613874425,0.2565905,0.593224864,9,16,872,16,34243,2,1
-1,1.126541831,0.871809348,0.898643179,1.189112858,0.675233527,0.177359613,20,10,273,28,37926,0,1
-1,1.497579169,0.983474712,-0.090488389,1.819034106,0.691922325,0.452595582,19,19,199,24,28192,0,1
1,2.373834115,1.32183022,0.937136064,1.850718439,0.372618513,0.40331401,5,13,897,14,34779,3,2
1,2.028978781,1.103259612,1.186343731,1.148304672,0.482041415,0.17105197,16,12,470,21,9104,1,0
-1,1.802610679,1.418683521,1.445265714,1.570024318,0.759368085,0.99595029,9,14,932,26,29723,0,1
0,0.924697182,1.13085654,1.139234296,1.418929777,0.022920317,0.067187654,18,2,543,23,5842,1,1
-1,2.777224709,1.152119631,0.397203069,2.106416691,0.802557447,0.464878831,5,11,287,10,48502,1,2
-2,1.936865523,0.738820601,2.017158664,1.830054097,0.849786148,0.69665007,19,2,521,24,19920,0,2
0,0.32558129,1.332079416,0.847557239,2.111238036,0.398832857,0.91848232,1,3,970,25,27360,0,0
1,1.699737168,1.424345092,1.395258108,1.149260296,0.758197397,0.372204284,14,11,153,24,22900,1,0
2,1.255652642,1.558982559,1.323448282,1.335047038,0.323464481,0.772732789,2,20,699,15,38954,2,0
-1,1.704991178,1.074634399,1.724043648,0.856928517,0.631170999,0.228051904,14,19,695,16,2631,0,1
-1,1.700320183,1.028547077,2.154266455,0.302135581,0.079321323,0.337739582,17,20,143,23,34985,0,1
0,1.040740462,2.559302463,1.516637951,1.163784054,0.03235526,0.861628814,7,3,442,25,24120,2,2
-3,2.412942876,1.198428293,1.118566377,0.759760384,0.425013429,0.399125241,7,8,847,28,43018,1,4
1,1.599892311,0.306807254,0.963235535,1.842404162,0.336556795,0.18498325,14,6,187,21,23974,1,0
2,1.970673953,1.125425405,0.741832667,0.888397999,0.360672576,0.488401722,9,16,208,19,43024,4,2
-1,2.175711782,-0.007209667,1.999721953,0.435653459,0.162278283,0.246130606,7,5,864,12,48382,1,2
0,1.130921201,2.129243991,1.075758493,2.375310167,0.440716879,0.73347912,16,6,945,14,3738,1,1
-1,1.044115758,1.74081928,0.849359395,0.794790643,0.450803733,0.93540518,15,8,747,23,21094,0,1
-1,2.060953674,1.165432238,1.069990938,0.991465626,0.796642965,0.269399887,18,18,269,17,40988,2,3
1,2.196418716,1.22060686,1.083412702,2.219974545,0.977767471,0.636636976,10,20,833,17,29542,1,0
-1,0.811490715,1.139267302,1.376941404,1.284677036,0.922931275,0.720994805,14,9,149,27,35269,0,1
1,2.505621593,1.637819631,2.434516112,0.6568337,0.797801923,0.098809022,12,6,205,23,29095,2,1
0,1.382248343,1.513170168,1.203110975,0.945891025,0.515597519,0.91813437,20,10,360,10,31864,2,2
0,1.845892264,1.064291838,1.350783471,1.270371692,0.570203239,0.568966737,11,1,192,12,43798,2,2
2,1.782194105,2.499970689,1.049950454,1.075548178,0.238506865,0.701068786,11,6,522,20,45759,3,1
-1,1.01432884,1.201555795,1.354592655,0.837309811,0.655306547,0.578296336,7,3,178,25,9420,0,1
0,1.067975931,0.895341275,1.611733429,1.520196951,0.095425375,0.784210155,16,1,941,11,23156,1,1
2,0.45820383,1.609725962,1.087663919,1.403809136,0.388869749,0.986608941,10,12,454,28,31540,4,2
1,0.924424932,1.329906271,1.26930274,1.092232689,0.81145938,0.676414717,18,8,645,18,5621,2,1
-2,0.75876202,0.449453382,0.854927476,1.086330525,0.533627885,0.211797575,5,1,599,20,46885,0,2
-2,1.520095258,1.02664761,0.73013282,2.006916833,0.014341057,0.831406674,15,19,494,25,9528,0,2
0,2.184701076,0.942716352,0.859554023,1.46296337,0.796747851,0.096395775,4,7,528,10,26682,0,0
-2,1.486427535,1.641677548,0.783396183,1.181958675,0.546539148,0.310557065,4,4,168,14,20558,2,4
-1,1.669427081,1.976426705,0.720023559,1.257232673,0.232413443,0.562223337,12,15,295,14,2049,2,3
-2,1.889001772,1.768939359,1.329127975,0.93393605,0.542443489,0.211543245,1,3,149,21,24722,0,2
0,1.839854721,1.426766295,2.022984309,1.544475487,0.113970535,0.108740926,10,15,273,10,20982,0,0
0,1.30708425,1.09290487,1.361905875,1.409581974,0.037716888,0.436090519,6,6,879,15,16087,1,1
-1,0.76832747,0.694334181,0.308619972,1.559895439,0.9992311,0.0774904,2,19,155,20,37593,0,1
-1,1.285097245,1.176222895,0.542065551,1.474062168,0.770165196,0.460123955,12,1,733,19,23666,0,1
-1,1.531479678,0.206821495,0.964483455,1.230965599,0.472117953,0.522083851,3,17,452,16,27409,1,2
-1,1.064177394,1.155094224,0.394077999,0.696769698,0.174091597,0.091650512,13,18,938,19,34596,0,1
-2,1.680980355,1.636074005,0.488100845,1.325930601,0.399009817,0.442169402,16,10,578,13,36106,4,6
1,1.353643952,1.534196061,1.333963673,2.410810687,0.833223686,0.13595637,7,2,760,20,8784,1,0
-1,1.810910764,1.954705992,0.647952855,1.467906122,0.261714935,0.170909245,16,13,836,19,21142,1,2
-1,1.098380262,0.916258588,1.450911376,1.564765551,0.296780172,0.920970105,20,14,142,29,31461,0,1
-1,1.03901617,1.063897178,1.895367097,0.710021976,0.242461176,0.82349052,13,20,135,17,37139,0,1
0,2.387028169,1.777252725,1.279240983,1.924797632,0.574424405,0.153985073,19,11,373,13,9491,1,1
0,1.514378119,1.661660251,-0.234550153,1.09882674,0.19973347,0.610978049,13,12,732,16,30696,1,1
4,1.776481925,2.092289093,0.614006297,1.756109017,0.846791398,0.364710229,9,13,946,17,36898,4,0
2,0.950788874,0.646713709,1.833169016,1.254747289,0.517590217,0.015300231,4,17,328,22,47841,2,0
-2,1.311367772,1.644961312,1.540626669,1.437012421,0.643441975,0.046626576,16,15,620,17,11446,1,3
-1,1.841084741,1.799550183,1.515504832,2.34089947,0.609572131,0.584351195,6,15,695,25,28981,1,2
2,2.28280793,1.376872292,2.04142612,1.420833829,0.335509659,0.061551868,12,15,277,19,39463,3,1
-4,1.137757463,2.226015876,1.010136595,1.736208828,0.954774149,0.028387061,14,18,75,29,7969,0,4
0,1.098541294,1.423998036,1.52910503,0.762788109,0.980078769,0.543242917,15,4,762,19,43489,2,2
1,1.48866553,-0.032762,0.989942397,1.590141638,0.629236845,0.629930312,2,3,807,12,36277,3,2
-1,0.737802425,1.760626297,1.35482501,1.226628465,0.792309706,0.125474014,16,17,102,17,25826,0,1
3,1.484933347,0.397212509,0.950287179,0.839662994,0.217146904,0.085919887,18,1,435,26,17801,3,0
0,1.467635808,0.939945921,1.496163836,2.035462015,0.390309127,0.949071769,9,7,56,15,18363,1,1
0,1.862374575,1.464956444,2.093204546,1.381966625,0.486052488,0.736809523,9,17,384,13,18263,0,0
-5,2.207304871,2.323828377,0.838982754,1.189724534,0.973734561,0.454258905,12,9,564,20,16742,0,5
-1,1.784922159,0.844598493,-0.019152403,1.82398942,0.622206998,0.600862787,14,4,968,15,5888,2,3
3,1.870775525,1.165962161,1.398615003,1.292071579,0.472482228,0.88223212,5,12,73,28,27656,3,0
-1,1.526139476,1.878598246,0.411209114,0.883483518,0.616950399,0.546306214,16,10,82,23,15447,2,3
1,1.320127712,0.252813498,2.144912208,1.624814892,0.246113247,0.078978518,10,12,885,18,29432,2,1
2,0.502011565,1.514621374,1.585499699,1.539077707,0.129788034,0.320394974,19,14,509,19,5511,2,0
1,1.05688959,0.664416264,1.027731525,0.413251636,0.878822801,0.132283849,3,13,378,20,4984,2,1
-1,1.608633342,0.23995603,1.197508755,1.014376666,0.748625938,0.127787515,19,18,93,29,10258,0,1
-1,0.677203138,1.195236895,1.077189725,1.318632042,0.508839242,0.320923998,6,20,598,21,34594,0,1
-1,1.621444911,1.169384971,1.542169623,1.529616103,0.447109634,0.1367597,9,4,657,26,14946,0,1
-2,1.299582645,1.385522098,0.598943804,1.120756618,0.249444077,0.865875152,16,18,851,14,12580,0,2
-2,0.989220074,1.665867681,0.74257764,1.581984693,0.300985195,0.306155387,1,15,505,10,44606,0,2
2,1.264987842,1.316191145,1.999460376,0.464957648,0.717801238,0.132462474,4,3,298,16,48340,3,1
3,1.864390761,1.998412158,1.24463492,1.426608068,0.053896049,0.628684941,18,4,969,17,40797,3,0
1,1.942750555,1.847143632,2.298858888,0.885155401,0.930366396,0.49895323,5,18,939,28,9237,2,1
0,0.531489296,0.806738852,1.302411484,1.023933726,0.24921158,0.352286636,14,13,990,16,5868,0,0
1,1.425257994,1.150159878,1.640246888,1.257578308,0.746265559,0.559925691,8,1,860,23,18346,1,0
1,1.956942329,1.078374197,1.052806707,1.348829381,0.890995455,0.215224327,17,9,970,27,24027,2,1
-2,1.37105257,0.260082128,1.302797712,1.595999855,0.732512426,0.280501896,2,1,714,10,40031,0,2
-1,1.554407635,2.009506824,0.891049525,0.894224453,0.632798338,0.416386152,14,20,586,10,31564,2,3
1,0.752294562,0.97195908,1.607558881,0.798112555,0.580593303,0.889267945,8,13,303,26,46202,2,1
2,1.259983172,1.740141692,2.173550118,1.115881716,0.511611263,0.495911783,16,10,719,10,10106,2,0
0,2.414387715,1.001144446,1.581418032,2.084269697,0.572577328,0.722706414,13,18,978,28,7133,0,0
-2,1.105965983,1.695668953,0.993210654,1.38374356,0.098143136,0.891261257,14,6,368,14,40294,0,2
0,0.779683828,0.95948366,1.399149271,1.48028983,0.973481756,0.388123073,20,4,939,26,32698,0,0
2,1.574735879,1.76038048,1.490682595,0.420390824,0.193116257,0.109244372,11,2,786,20,40221,2,0
0,1.894314667,1.360783333,1.378974306,1.02319783,0.975195646,0.182749615,4,4,211,23,2420,1,1
-1,2.096905245,1.543442123,0.933573133,1.672442239,0.977202899,0.239550322,10,13,715,19,47944,1,2
0,1.241138679,1.550632193,1.262472851,1.190615927,0.319043863,0.16916856,8,5,401,25,14992,1,1
0,1.611237788,1.351386163,1.208778816,2.167568498,0.425062103,0.557277269,9,13,374,11,38592,0,0
-3,1.772177439,0.916540625,1.802707451,1.762380901,0.171040409,0.739867503,7,6,284,23,32964,0,3
1,1.824605264,0.789055684,1.288585511,1.335785294,0.663033746,0.748317577,14,13,794,20,4643,1,0
0,1.226398628,2.272419449,1.125640048,1.014973806,0.753550504,0.24949122,18,8,228,23,10075,1,1
2,2.356362465,1.958904735,0.752974527,0.704774903,0.171801267,0.680529663,19,6,935,11,25901,4,2
-3,1.156351489,1.360247572,0.938873462,1.514972689,0.195500748,0.494672773,14,9,470,14,19268,0,3
-1,1.853936079,1.819176928,0.995400889,1.369379354,0.340314261,0.731441071,8,2,614,27,10312,0,1
0,1.489044382,0.896328614,0.998175676,1.152218528,0.505686297,0.211345103,12,6,922,23,13361,0,0
-1,1.206390718,1.299696282,1.197470116,1.601883917,0.295287012,0.582085285,17,19,785,17,37906,2,3
1,1.178574351,0.399979958,1.865637043,0.238354837,0.811723246,0.788693525,14,4,920,29,29354,2,1
0,1.206826545,0.819744784,2.33408326,1.141841179,0.286779567,0.969482166,15,13,93,22,20843,2,2
-2,1.276564467,1.124606047,1.893221869,0.82321803,0.067094918,0.900317775,3,13,219,28,40415,1,3
-1,0.9905572,1.124243493,1.188155493,1.473739569,0.198604245,0.2729027,5,15,537,20,29450,1,2
-3,1.848704852,1.267248968,0.868719745,1.246868015,0.7992868,0.064744963,14,2,720,28,48179,1,4
0,1.148242342,0.515787036,0.936821494,1.230982717,0.504417763,0.616397394,13,5,231,17,21108,0,0
0,1.192489576,1.223567384,1.45178875,1.621720176,0.351133953,0.467867152,17,2,821,26,49720,0,0
-2,1.744345296,1.238729656,1.33211227,1.482454518,0.622157811,0.71909496,7,5,960,11,27311,1,3
-1,1.446019028,1.325335794,1.516852045,1.387340319,0.871163032,0.087835777,12,7,374,13,21045,0,1
1,0.789048182,1.573771951,1.163036229,1.270294223,0.682364273,0.421429175,20,20,189,29,27267,3,2
1,1.031995251,0.915774768,1.101854767,1.572775309,0.013860414,0.800742823,7,11,488,27,9952,1,0
2,1.401721378,0.454218944,1.720174159,0.838998756,0.180858209,0.529015955,14,16,249,28,11302,2,0
-1,1.212506081,1.425026438,1.824455138,1.971967625,0.681448996,0.84488247,16,2,543,23,33103,0,1
0,1.875241269,1.381391758,1.053127283,2.366501063,0.305131113,0.991001187,19,1,884,19,27953,0,0
-2,1.117798986,1.345354825,1.038898759,1.266790903,0.08328856,0.067134837,19,4,100,14,39355,0,2
-1,1.016436464,1.918033466,2.605832672,1.727773684,0.092029092,0.507190052,9,12,847,16,8185,1,2
0,0.994726896,1.304454207,1.367649283,1.601455339,0.10216687,0.351403454,10,11,74,13,3037,0,0
0,1.703328623,1.588836924,1.330931723,1.74222013,0.169499829,0.575336059,10,15,349,24,38110,1,1
1,1.741735863,1.228777551,1.148768311,1.660070837,0.689089054,0.40730456,13,10,871,29,5020,1,0
1,0.663777706,1.261006232,0.885660569,0.505855745,0.414233839,0.053746823,15,16,105,18,3051,1,0
0,1.811037598,0.908093835,1.372560995,1.368015903,0.107477865,0.635358158,1,20,600,20,42006,0,0
3,1.930486635,1.183752075,1.594042244,1.857253996,0.046224879,0.354214921,15,17,989,11,18076,3,0
-1,0.654501119,1.301968179,0.995255437,1.993798394,0.63664886,0.957527044,14,12,380,27,17435,0,1
1,1.154784285,1.366254493,1.460961819,1.284830287,0.257299385,0.880852122,16,12,785,22,19464,1,0
1,2.214446212,1.863563553,0.615214798,2.127784145,0.549945658,0.914057525,5,4,678,28,37714,1,0
-3,2.003050853,1.914575928,1.270741147,1.437971871,0.476132622,0.690320979,4,6,820,28,20388,0,3
-1,1.51239633,2.007117216,1.385032653,1.559646652,0.279569084,0.705324368,13,14,168,26,24868,1,2
1,1.750624698,1.071681035,1.548234865,1.495032281,0.423338451,0.888911478,11,17,685,26,32428,1,0
2,2.556009812,1.244586003,0.833947677,1.484714748,0.356672033,0.131553978,16,3,709,10,1155,2,0
0,1.751398487,1.737318165,1.224629164,1.514973366,0.610865541,0.319088765,3,8,316,26,24039,1,1
0,0.889595569,1.230586328,1.131935902,1.962642718,0.26068556,0.11394116,17,4,274,16,1657,0,0
1,2.1824695,1.89364985,0.326698146,2.067415975,0.912565068,0.589557603,7,13,232,11,13514,2,1
-2,1.064530555,0.044901527,1.886455579,0.693624659,0.595521323,0.581541093,14,16,620,12,20734,1,3
5,1.996951118,1.996818597,1.163044685,1.808921841,0.064475978,0.626596326,4,6,724,12,29886,6,1
1,1.82813533,0.854606526,2.115658933,1.555217202,0.205412613,0.202812266,8,12,331,21,41916,2,1
1,1.944756777,1.165255536,1.233539618,1.44917581,0.327549335,0.934171524,17,19,255,29,26303,1,0
3,2.270466488,1.051361215,1.401917447,1.573904478,0.252249899,0.888345659,5,20,730,17,24363,3,0
-1,0.767042836,1.61555967,0.935452922,0.99831348,0.112925793,0.292333879,17,20,226,17,31746,0,1
1,1.465205723,1.111133467,1.721177383,1.626310651,0.158392709,0.414098537,15,20,266,10,1329,1,0
-3,2.473024751,2.209242305,1.223891207,1.296001633,0.276493755,0.023358146,11,10,405,27,29355,0,3
1,1.988190872,1.482807276,1.335645572,1.233395145,0.312562747,0.072581976,11,9,842,18,31804,1,0
0,1.588579169,1.097429335,1.784922625,1.012888061,0.661855147,0.740522232,20,13,966,15,3792,1,1
-1,0.988413435,1.66646946,0.9477096,1.943272684,0.229454562,0.298451917,17,16,451,22,30272,0,1
-2,1.553360246,1.514031373,1.121948329,1.590893554,0.775450437,0.898918167,13,14,643,27,43258,0,2
-2,1.044059351,1.113116624,1.344182909,0.955671499,0.36984417,0.733739953,12,1,330,15,19078,0,2
3,0.765816522,1.824639808,1.084896078,1.865043348,0.907902701,0.906084974,17,4,809,22,8552,3,0
-1,1.788239352,1.62197375,0.676064068,1.546475449,0.566646343,0.61979111,8,7,732,15,45076,2,3
2,1.532652803,1.803611782,1.549471063,1.342131743,0.790527747,0.870544625,20,15,624,12,9949,4,2
0,1.113243599,0.687046139,0.416501747,1.786412948,0.453018426,0.159360002,6,4,262,17,11699,0,0
0,1.697474094,1.051298483,1.090054302,1.051228637,0.898716052,0.985034418,4,18,904,27,37913,1,1
-1,1.248055056,0.997819119,1.648772093,0.915757926,0.156452114,0.120439088,14,18,74,21,43707,0,1
-5,2.389779542,1.624274436,1.53693042,2.059716042,0.701069042,0.696217229,17,14,905,22,4244,0,5
1,1.484713778,1.705270766,1.267445507,0.508543361,0.613196514,0.627807834,12,9,757,29,12741,1,0
