Classificacao do Jogador,ID do Jogador,Idade,Gols,Assistencias,Chutes,Passes,Roubadas de Bola,Cartoes Amarelos,Cartoes Vermelhos,Minutos Jogados,Posse de Bola,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Pe Dominante,Numero da Camisa
5.81,3976,33,0,1,2,22,2,0,0,29,57.32457244,198,86,Coimbra,Ambidestro,25
6.03,3977,19,0,1,2,22,2,0,0,59,53.63150476,199,70,Porto,Ambidestro,57
2.38,3978,27,0,0,0,22,0,0,0,71,68.37852789,184,71,Coimbra,Esquerdo,43
7.89,3979,21,1,0,4,18,3,0,0,44,52.16754775,165,78,Faro,Direito,10
3.72,3980,21,0,1,1,11,0,0,0,75,54.34817546,156,91,Coimbra,Ambidestro,84
7.17,3981,19,1,0,2,20,3,0,0,48,66.53431681,181,84,Lisboa,Direito,44
7.96,3982,37,2,1,1,28,0,0,0,4,53.064349,190,96,Braga,Esquerdo,22
4.55,3983,29,0,1,2,27,0,0,0,1,69.21862538,171,55,Lisboa,Direito,66
2.73,3984,36,0,0,2,18,0,0,0,39,50.93783134,185,69,Faro,Direito,2
4.96,3985,26,0,0,2,25,2,0,0,94,52.89619347,201,94,Faro,Ambidestro,61
1.67,3986,35,0,0,0,19,0,0,0,21,54.35475296,157,61,Braga,Ambidestro,45
8.55,3987,34,1,1,1,23,3,0,0,76,67.10353493,151,58,Porto,Direito,71
0.44,3988,19,0,0,1,18,1,0,1,96,53.54321216,175,97,Porto,Direito,62
4.48,3989,24,0,1,1,17,1,0,0,47,53.79745729,207,79,Faro,Ambidestro,31
9.12,3990,35,2,1,2,20,1,0,0,27,69.27154485,165,69,Lisboa,Direito,89
8.65,3991,23,2,0,4,22,1,0,0,30,59.65813566,156,84,Porto,Ambidestro,97
6,3992,21,1,0,2,24,1,0,0,67,53.88293566,172,94,Lisboa,Esquerdo,88
4.63,3993,23,0,1,0,23,2,0,0,8,51.30608738,206,69,Braga,Esquerdo,42
4.93,3994,28,2,0,0,22,0,1,0,18,67.60741094,186,95,Faro,Ambidestro,69
9.7,3995,38,2,0,3,27,2,0,0,99,62.72066353,204,97,Porto,Ambidestro,12
13.75,3996,36,3,1,4,25,2,0,0,114,64.55234156,165,76,Porto,Direito,28
4.32,3997,29,1,0,0,29,0,0,0,42,52.15438958,171,69,Braga,Direito,69
5.41,3998,26,0,0,3,33,2,0,0,24,65.99707925,183,57,Porto,Direito,6
5.22,3999,23,2,0,4,25,0,0,1,53,52.74209582,170,87,Coimbra,Direito,78
4.88,4000,39,0,0,2,22,2,0,0,92,61.75985947,160,95,Faro,Esquerdo,7
4.02,4001,38,0,0,1,17,2,0,0,86,55.03055593,206,93,Braga,Esquerdo,69
5.52,4002,28,1,0,1,15,1,0,0,106,68.99005466,181,89,Faro,Direito,87
9.5,4003,30,1,1,6,22,1,0,0,75,57.70278236,199,97,Coimbra,Direito,75
6.88,4004,28,1,0,2,24,2,0,0,76,64.45416551,200,70,Lisboa,Direito,67
2.2,4005,34,0,0,0,25,0,0,0,45,57.84247658,164,53,Braga,Ambidestro,99
8.76,4006,35,2,0,1,25,2,0,0,119,61.56665463,202,97,Braga,Esquerdo,38
6.86,4007,25,1,1,1,22,1,0,0,59,56.86620743,179,69,Lisboa,Direito,4
-1.3,4008,39,0,0,0,29,1,1,1,5,50.81641237,178,89,Porto,Direito,27
3.05,4009,28,0,0,0,23,1,0,0,76,56.69267156,171,87,Coimbra,Ambidestro,42
5.02,4010,20,0,1,3,10,1,0,0,33,54.90662585,161,50,Faro,Esquerdo,98
3.51,4011,24,0,1,0,13,2,1,0,41,61.48742839,176,75,Coimbra,Ambidestro,54
5.89,4012,36,0,1,1,22,3,0,0,0,68.65593899,163,93,Braga,Direito,44
11.03,4013,35,3,0,3,23,2,0,0,57,50.35393028,183,78,Faro,Direito,27
5.51,4014,38,1,0,2,29,0,0,0,56,59.83129624,194,82,Porto,Esquerdo,25
7.65,4015,29,2,0,2,22,1,0,0,21,67.38631474,186,91,Lisboa,Esquerdo,59
7.63,4016,33,2,0,0,15,2,0,0,96,68.24328336,170,89,Lisboa,Esquerdo,68
4.28,4017,37,0,0,4,19,0,0,0,93,55.38701574,193,52,Coimbra,Ambidestro,78
6.65,4018,22,2,0,1,21,0,0,0,57,62.21974044,163,87,Lisboa,Direito,93
7.58,4019,26,1,0,3,16,3,0,0,77,54.28255875,159,71,Faro,Ambidestro,95
6.12,4020,25,1,1,0,22,0,0,0,99,69.79002326,191,54,Coimbra,Esquerdo,16
3.99,4021,28,0,0,2,17,1,0,0,112,50.78684607,164,86,Faro,Esquerdo,4
6.12,4022,22,1,0,4,12,0,0,0,119,52.72473004,195,65,Lisboa,Ambidestro,57
4.48,4023,38,0,1,1,20,0,0,0,102,62.69621767,170,90,Braga,Esquerdo,66
3.9,4024,27,0,0,2,15,1,0,0,98,63.02406211,176,70,Braga,Direito,15
6.59,4025,35,0,0,6,16,3,0,0,5,64.6141868,150,84,Faro,Direito,48
1.78,4026,35,0,0,1,20,0,1,0,82,60.00569929,165,97,Faro,Ambidestro,83
5.9,4027,36,0,0,3,11,4,0,0,48,64.67024068,163,92,Lisboa,Ambidestro,47
8.41,4028,24,2,0,0,17,4,0,0,31,50.41417342,178,50,Lisboa,Esquerdo,97
3.38,4029,34,0,0,1,21,2,1,0,111,50.39624075,184,55,Faro,Direito,85
4.69,4030,29,0,0,3,18,1,0,0,115,63.2705382,205,59,Porto,Esquerdo,28
3.17,4031,19,0,0,0,20,1,0,0,103,61.48299032,153,86,Faro,Esquerdo,42
4.4,4032,25,0,1,1,22,1,0,0,9,52.99680187,206,72,Porto,Esquerdo,60
6.65,4033,25,1,0,3,8,2,0,0,84,65.03213661,168,90,Braga,Ambidestro,52
5.22,4034,37,0,1,2,27,0,0,0,89,62.68915437,208,55,Porto,Ambidestro,82
3.72,4035,27,0,1,0,16,1,0,0,20,55.27984803,150,67,Coimbra,Esquerdo,41
10.63,4036,18,2,2,2,20,1,0,0,30,68.38054839,152,51,Braga,Direito,12
7.75,4037,39,2,0,3,25,0,0,0,43,63.7299714,165,51,Porto,Ambidestro,13
5.72,4038,32,1,0,1,25,1,0,0,73,65.95107325,153,89,Porto,Ambidestro,6
1.39,4039,39,0,0,0,14,0,0,0,19,52.96177931,159,79,Braga,Direito,39
3.43,4040,25,0,0,4,15,0,0,0,3,65.59939675,190,98,Porto,Direito,80
7.32,4041,28,1,1,4,18,0,0,0,38,60.21932578,165,76,Lisboa,Direito,64
5.69,4042,26,1,0,2,17,1,0,0,76,50.94939704,158,94,Braga,Esquerdo,68
7.47,4043,29,1,1,2,21,1,0,0,83,53.30658273,172,86,Porto,Esquerdo,72
2.06,4044,18,0,0,2,17,0,1,0,81,53.89872067,160,50,Faro,Esquerdo,89
1.84,4045,27,0,0,4,15,1,0,1,105,51.08917798,184,85,Lisboa,Esquerdo,64
5.44,4046,29,1,0,1,23,1,0,0,55,62.97464969,196,89,Coimbra,Ambidestro,60
8.32,4047,23,1,1,3,29,1,0,0,56,69.84569091,201,58,Braga,Ambidestro,10
5,4048,31,0,0,2,24,2,0,0,98,58.62110062,177,81,Lisboa,Ambidestro,3
7.34,4049,26,1,0,5,21,1,0,0,68,52.29601126,154,94,Coimbra,Direito,5
4.89,4050,35,0,1,2,21,1,0,0,9,56.28594045,178,89,Lisboa,Ambidestro,50
3.95,4051,38,0,0,1,16,2,0,0,71,65.58518809,161,88,Lisboa,Ambidestro,78
8.64,4052,32,2,1,1,26,0,0,0,82,65.64764963,170,57,Porto,Esquerdo,56
7.49,4053,31,1,1,2,16,1,0,0,108,58.93834363,191,75,Porto,Direito,26
4.8,4054,32,0,1,1,22,1,0,0,49,59.20800672,181,78,Braga,Ambidestro,51
6.8,4055,27,2,0,2,21,0,0,0,8,67.95344491,164,90,Braga,Direito,40
6.36,4056,26,0,1,4,17,2,0,0,5,56.64063946,182,76,Porto,Esquerdo,71
5.24,4057,39,1,1,3,23,1,0,1,105,51.44872861,161,58,Porto,Direito,41
6.68,4058,32,0,1,3,18,3,0,0,21,50.31780518,202,72,Braga,Direito,21
10.84,4059,30,3,0,5,21,0,0,0,84,58.96623528,169,69,Coimbra,Esquerdo,41
6.11,4060,28,0,1,2,18,2,0,0,95,51.93130176,158,84,Coimbra,Esquerdo,79
5.14,4061,33,1,0,1,25,0,0,0,105,51.44769583,159,73,Porto,Direito,65
2.86,4062,31,0,0,2,18,0,0,0,44,59.81843078,206,88,Lisboa,Ambidestro,20
8.2,4063,19,0,1,4,22,3,0,0,105,62.68626069,155,94,Faro,Direito,64
5.24,4064,37,0,0,1,21,3,0,0,118,60.65439651,195,93,Braga,Direito,22
2.98,4065,29,0,0,3,25,0,1,0,87,50.92128571,203,97,Coimbra,Direito,98
6.83,4066,18,1,1,3,19,0,0,0,42,53.40195932,189,51,Porto,Ambidestro,80
4.01,4067,37,0,0,2,22,1,0,0,67,65.12998718,157,56,Braga,Esquerdo,87
3.21,4068,36,0,1,0,17,0,0,0,23,67.11859737,207,51,Coimbra,Direito,97
4.55,4069,29,0,1,1,25,1,0,0,12,50.1268672,178,82,Coimbra,Direito,44
6.62,4070,25,1,0,2,21,2,0,0,79,50.77949089,190,72,Lisboa,Direito,46
4.02,4071,19,0,0,1,13,2,0,0,108,57.14639172,186,81,Braga,Direito,8
5.82,4072,27,0,1,2,21,1,0,0,115,61.20533989,194,84,Braga,Ambidestro,37
2.13,4073,37,0,0,0,20,0,0,0,66,58.0038825,171,61,Porto,Esquerdo,53
6.22,4074,18,0,0,4,30,2,0,0,75,69.29608601,169,56,Lisboa,Esquerdo,94
2.34,4075,21,0,0,0,20,1,0,0,14,52.60420552,182,58,Coimbra,Esquerdo,66
7.27,4076,32,1,0,3,20,2,0,0,85,65.9114593,163,68,Faro,Esquerdo,83
7.41,4077,33,2,0,2,23,0,0,0,89,51.66580948,153,68,Coimbra,Ambidestro,38
4.24,4078,22,0,0,2,23,1,0,0,104,51.99303984,156,61,Lisboa,Ambidestro,66
3.53,4079,35,0,0,1,21,1,0,0,83,58.72643049,174,93,Porto,Esquerdo,32
4.13,4080,34,0,1,1,17,0,0,0,93,50.70978241,184,66,Faro,Esquerdo,81
8.78,4081,20,2,0,3,33,1,0,0,37,62.58249335,196,99,Coimbra,Esquerdo,32
2.11,4082,39,0,0,2,10,0,0,0,4,58.0543881,186,94,Coimbra,Direito,61
7.61,4083,19,2,0,1,20,1,0,0,90,65.62924598,194,69,Coimbra,Ambidestro,33
5.41,4084,23,0,1,2,16,1,0,0,98,59.65287895,178,79,Braga,Ambidestro,61
2.06,4085,35,0,0,1,20,0,0,0,1,55.64729196,164,99,Lisboa,Esquerdo,23
9.04,4086,29,1,0,5,17,3,0,0,117,61.56347682,152,67,Faro,Direito,92
7.45,4087,38,1,0,1,23,4,0,0,53,55.35865191,187,74,Lisboa,Ambidestro,92
9.41,4088,34,1,2,2,14,2,0,0,74,69.71706353,157,59,Porto,Esquerdo,2
6.55,4089,26,0,1,3,25,1,0,0,113,65.8953812,166,76,Coimbra,Ambidestro,65
1.28,4090,28,0,0,0,13,0,0,0,12,52.51695478,177,65,Coimbra,Direito,61
7.03,4091,20,2,0,1,25,0,0,0,78,63.32836772,168,90,Coimbra,Esquerdo,76
4.23,4092,19,1,0,1,25,0,1,0,109,57.28250709,206,71,Lisboa,Ambidestro,7
3.84,4093,30,0,1,0,17,1,0,0,20,61.89537503,174,59,Faro,Direito,61
1.15,4094,24,0,0,1,21,0,1,0,5,56.26688633,159,99,Braga,Esquerdo,67
5.44,4095,23,0,0,2,19,3,0,0,90,64.03285977,193,58,Porto,Esquerdo,69
6.67,4096,25,2,0,1,18,0,0,0,86,55.54085102,201,77,Porto,Ambidestro,35
3.68,4097,39,0,0,2,27,0,0,0,81,65.10939352,150,50,Porto,Ambidestro,95
5.33,4098,30,1,0,1,20,1,0,0,57,65.32046077,156,78,Porto,Ambidestro,81
5.13,4099,19,0,0,4,22,1,0,0,84,63.3000717,201,73,Braga,Ambidestro,41
4.8,4100,34,0,0,4,29,0,0,0,80,68.653842,171,63,Lisboa,Direito,46
6.33,4101,24,1,1,1,13,1,0,0,39,65.23223211,172,86,Faro,Ambidestro,84
4.02,4102,29,0,0,2,17,2,0,0,21,59.32432931,182,82,Lisboa,Esquerdo,44
8.37,4103,38,0,1,5,17,3,0,0,92,64.97897518,168,50,Lisboa,Esquerdo,47
6.38,4104,26,1,0,3,21,1,0,0,64,59.37917073,171,53,Porto,Esquerdo,81
4.21,4105,38,0,0,2,24,1,0,0,87,58.91293944,204,58,Porto,Ambidestro,3
3.52,4106,28,0,0,0,27,2,0,0,16,63.93384369,173,79,Coimbra,Direito,90
5.2,4107,33,0,1,2,17,1,0,0,62,63.15167505,164,98,Faro,Esquerdo,31
5.5,4108,26,1,0,2,15,1,0,0,60,54.62627866,167,65,Coimbra,Esquerdo,29
2.84,4109,25,0,0,1,21,0,0,0,87,56.24290561,202,51,Porto,Ambidestro,27
5.33,4110,37,0,1,1,13,3,1,0,107,68.78846936,209,55,Faro,Direito,48
6.16,4111,20,0,2,1,15,1,0,0,77,57.26930636,156,52,Braga,Esquerdo,22
6.53,4112,36,0,1,2,24,3,0,0,18,57.92323969,174,85,Porto,Ambidestro,75
4.29,4113,39,1,0,1,17,0,0,0,33,66.89261944,207,60,Porto,Direito,40
6.04,4114,33,2,0,4,18,2,0,1,28,50.98559109,183,93,Porto,Esquerdo,69
5.61,4115,26,1,0,0,31,1,0,0,87,63.15361164,186,96,Porto,Direito,79
6.26,4116,32,2,0,0,13,2,1,0,67,65.028078,170,91,Lisboa,Direito,76
1.31,4117,18,1,0,2,26,0,1,1,43,64.86898816,191,73,Faro,Ambidestro,41
3.01,4118,34,0,0,1,22,1,0,0,21,53.58681492,165,80,Porto,Esquerdo,34
6.12,4119,37,1,0,4,24,1,1,0,81,54.96078977,171,55,Lisboa,Esquerdo,54
8.75,4120,32,0,1,1,22,6,0,0,110,53.15310968,165,51,Porto,Direito,47
4.63,4121,18,0,0,2,26,2,0,0,33,65.20007721,188,58,Porto,Direito,30
6.29,4122,35,2,1,0,19,0,1,0,24,63.58234289,195,72,Braga,Esquerdo,89
4.59,4123,34,1,0,1,29,0,0,0,5,60.17586144,170,92,Coimbra,Esquerdo,1
10.55,4124,28,1,2,3,22,2,0,0,110,63.46207711,182,73,Faro,Direito,26
6.44,4125,27,1,0,4,20,0,0,0,104,57.66341089,180,71,Faro,Ambidestro,85
6.6,4126,28,1,1,1,16,1,0,0,48,69.99300517,198,83,Coimbra,Ambidestro,88
1.39,4127,31,0,0,0,13,0,0,0,26,52.65756572,164,91,Coimbra,Ambidestro,55
2.88,4128,22,0,0,2,24,0,0,0,0,67.66693128,165,94,Coimbra,Ambidestro,24
6.13,4129,39,0,0,3,24,3,0,0,98,51.28491262,174,69,Faro,Esquerdo,64
6.34,4130,19,1,1,1,21,0,0,0,77,64.70355181,200,83,Lisboa,Direito,29
3.23,4131,33,0,0,0,24,1,0,0,87,60.71778274,164,85,Lisboa,Ambidestro,31
3.14,4132,23,0,0,1,19,1,0,0,48,58.95179414,180,56,Coimbra,Esquerdo,19
5.43,4133,35,1,0,2,17,1,0,0,36,58.09088478,174,98,Porto,Direito,32
6.2,4134,24,0,0,4,21,3,0,0,57,57.66416347,171,97,Porto,Direito,1
7.05,4135,34,1,1,2,24,0,0,0,102,50.31063828,173,67,Faro,Esquerdo,57
2.64,4136,21,0,0,2,18,0,0,0,5,69.87583411,168,98,Coimbra,Esquerdo,95
5.88,4137,19,1,0,3,24,0,0,0,80,51.24313343,179,61,Braga,Direito,75
5.22,4138,20,0,1,2,21,1,0,0,52,54.10062311,172,76,Lisboa,Ambidestro,90
3.38,4139,25,0,0,3,22,0,0,0,29,54.01696405,197,85,Faro,Direito,47
3.33,4140,24,0,0,1,26,0,0,0,107,64.1146164,154,77,Lisboa,Direito,66
4.61,4141,36,0,0,3,24,1,0,0,78,55.55097837,167,86,Coimbra,Esquerdo,96
4.79,4142,20,0,1,2,21,0,0,0,84,54.20895376,167,90,Porto,Esquerdo,62
5.73,4143,22,1,0,1,20,1,0,0,115,56.86101539,167,89,Braga,Direito,26
7.34,4144,29,0,1,3,18,3,0,0,80,66.89743171,165,84,Coimbra,Direito,94
4.15,4145,29,0,1,0,19,1,0,0,59,51.05302249,184,82,Braga,Direito,93
5.99,4146,26,1,0,4,24,0,0,0,26,57.53666392,170,92,Lisboa,Esquerdo,35
8.88,4147,29,2,0,6,19,0,0,0,36,62.70755693,189,71,Faro,Ambidestro,6
4.59,4148,21,0,0,2,19,2,0,0,82,55.94383272,206,70,Coimbra,Esquerdo,60
4.72,4149,33,1,0,0,22,1,0,0,32,65.60434799,175,57,Lisboa,Ambidestro,74
2.36,4150,18,0,0,1,14,0,0,0,68,59.34621482,183,88,Porto,Ambidestro,95
5.14,4151,20,0,1,3,16,0,0,0,98,52.39757544,178,89,Coimbra,Ambidestro,17
0.84,4152,31,1,0,0,16,0,0,1,48,63.8923901,193,91,Porto,Ambidestro,58
3.44,4153,27,0,1,0,21,0,0,0,35,60.22783268,160,50,Lisboa,Ambidestro,48
3.34,4154,19,0,0,2,16,0,0,0,119,54.66366512,152,88,Porto,Direito,55
1.48,4155,38,0,0,1,25,0,1,0,17,58.33546129,187,89,Lisboa,Direito,92
8.76,4156,29,1,1,3,19,2,0,0,106,52.95770779,165,62,Porto,Esquerdo,3
2.87,4157,24,0,1,4,15,1,0,1,34,63.21949309,183,98,Porto,Ambidestro,14
3.25,4158,26,0,0,2,20,0,0,0,84,55.30555563,204,87,Lisboa,Ambidestro,6
1.63,4159,34,0,0,2,15,0,1,0,27,65.95672441,182,71,Porto,Ambidestro,15
4.1,4160,38,0,0,2,19,1,0,0,97,64.59639569,207,54,Lisboa,Ambidestro,91
6.65,4161,35,1,1,2,25,0,0,0,44,53.60742395,185,83,Porto,Direito,6
-0.12,4162,19,0,0,2,17,0,0,1,49,62.36635418,169,64,Porto,Esquerdo,41
3.24,4163,24,0,0,0,24,2,0,0,13,53.58791884,175,97,Coimbra,Ambidestro,93
9.64,4164,31,3,0,3,19,0,0,0,66,63.68418008,178,90,Porto,Esquerdo,24
7.11,4165,39,1,0,0,19,5,0,0,8,59.32882999,152,74,Porto,Ambidestro,85
4.47,4166,39,0,0,1,28,2,0,0,68,60.54045132,161,65,Porto,Direito,2
5.65,4167,27,1,0,2,24,1,0,0,25,54.54279969,177,94,Porto,Direito,80
7.74,4168,22,1,0,4,18,2,0,0,111,51.45951645,181,87,Faro,Esquerdo,6
4.39,4169,34,0,0,2,17,2,0,0,72,54.01153031,155,67,Faro,Esquerdo,19
5.45,4170,28,1,0,2,17,1,0,0,29,65.9313999,209,89,Coimbra,Esquerdo,55
4.71,4171,18,0,0,2,17,3,0,0,14,63.88253898,160,79,Braga,Esquerdo,20
8.15,4172,24,0,3,2,21,1,0,0,39,57.67053867,172,61,Braga,Direito,14
3.55,4173,34,0,0,1,19,2,0,0,1,69.06252293,152,98,Faro,Esquerdo,57
3.09,4174,22,0,0,0,19,1,0,0,104,57.14604455,168,62,Faro,Direito,4
7.23,4175,31,1,0,1,21,3,0,0,113,63.96219711,152,60,Faro,Esquerdo,44
4.77,4176,39,0,1,0,15,2,0,0,68,54.98037695,151,95,Lisboa,Ambidestro,34
3.27,4177,24,0,0,2,20,0,0,0,75,64.34227718,200,79,Faro,Ambidestro,31
10.26,4178,29,2,2,2,24,1,1,0,87,63.07627963,181,61,Faro,Ambidestro,50
2.18,4179,30,0,0,2,26,3,0,1,15,65.25848459,192,51,Lisboa,Esquerdo,9
6.42,4180,37,1,1,0,21,1,0,0,72,56.67979436,185,80,Lisboa,Esquerdo,3
5.85,4181,23,1,0,6,20,2,0,1,106,57.06403843,160,60,Coimbra,Esquerdo,23
6.96,4182,18,2,0,1,18,1,0,0,31,59.95418452,162,77,Braga,Esquerdo,28
3.91,4183,27,0,1,1,19,0,0,0,42,61.09109964,151,68,Braga,Ambidestro,78
3.65,4184,29,0,1,1,19,0,0,0,13,59.48532789,171,81,Lisboa,Esquerdo,36
7.38,4185,25,2,0,2,25,0,0,0,69,55.52777664,165,77,Braga,Esquerdo,50
6.44,4186,22,0,1,6,19,0,0,0,58,50.79531579,165,82,Faro,Ambidestro,47
2.67,4187,39,1,0,1,23,1,0,1,84,61.82729577,155,55,Faro,Direito,68
12.02,4188,21,3,2,1,16,1,0,0,39,69.77894472,186,96,Coimbra,Esquerdo,7
4.34,4189,32,0,0,3,16,1,0,0,94,55.76436459,206,53,Braga,Esquerdo,16
6.48,4190,28,0,2,0,21,2,0,0,55,57.46228926,205,62,Lisboa,Esquerdo,51
9.15,4191,21,0,3,3,21,3,1,0,56,53.4209318,194,82,Braga,Ambidestro,58
5.81,4192,30,0,0,3,28,2,0,0,99,68.45795499,193,89,Faro,Direito,34
3.52,4193,31,0,0,2,22,1,0,0,21,54.2692867,150,79,Faro,Esquerdo,3
6.62,4194,27,1,0,4,24,1,0,0,17,58.16615609,159,75,Lisboa,Ambidestro,95
8.83,4195,30,1,2,0,23,2,0,0,81,60.42257957,178,83,Porto,Ambidestro,96
1.85,4196,25,0,0,2,17,0,1,0,53,55.96528429,205,70,Faro,Direito,19
7.65,4197,37,2,0,2,22,1,0,0,36,54.83781825,178,93,Braga,Esquerdo,29
4.15,4198,29,0,0,1,24,2,0,0,50,62.97004523,180,66,Braga,Ambidestro,59
3.82,4199,31,0,0,3,24,0,0,0,59,63.05139026,154,85,Porto,Direito,34
4.49,4200,19,0,1,2,26,1,1,0,48,59.49220004,194,74,Braga,Direito,33
7.53,4201,27,1,0,2,15,4,0,0,39,65.70210918,171,54,Faro,Ambidestro,42
7.44,4202,39,2,0,1,17,1,0,0,100,55.5249055,202,54,Faro,Ambidestro,86
9.35,4203,36,1,1,4,26,2,0,0,56,68.70264493,158,53,Coimbra,Direito,7
-0.45,4204,24,0,0,0,20,1,0,1,38,53.66752936,173,75,Faro,Direito,51
9.23,4205,25,2,1,1,17,2,0,0,46,59.58797015,185,68,Coimbra,Ambidestro,75
5.17,4206,34,0,1,2,25,0,0,0,106,53.67852467,159,91,Coimbra,Ambidestro,83
2.68,4207,23,0,0,1,20,1,1,0,106,59.40682607,167,94,Porto,Esquerdo,20
3.7,4208,33,0,0,2,18,1,0,0,61,59.32716503,176,65,Lisboa,Esquerdo,51
3.23,4209,26,0,0,1,16,1,0,0,85,52.13893218,184,76,Porto,Ambidestro,22
5.22,4210,22,0,1,4,21,0,0,0,15,54.87909143,156,86,Porto,Direito,64
4.59,4211,24,1,0,1,25,0,0,0,34,55.28522499,169,81,Lisboa,Esquerdo,37
3.53,4212,18,0,0,1,22,1,0,0,86,51.0690312,208,95,Faro,Direito,62
3.68,4213,39,0,0,1,22,1,0,0,87,65.52741784,162,84,Coimbra,Direito,73
6.9,4214,27,2,0,1,16,0,0,0,117,62.75735096,169,58,Coimbra,Direito,27
5.31,4215,19,1,0,2,25,0,0,0,51,63.27332363,158,59,Porto,Ambidestro,71
0.28,4216,38,0,0,2,18,0,0,1,88,65.0103335,205,91,Lisboa,Direito,8
2.77,4217,29,0,0,2,17,0,0,0,38,60.7828533,187,78,Lisboa,Esquerdo,50
2.49,4218,37,0,0,2,15,0,0,0,19,58.4135418,206,58,Faro,Direito,6
5.84,4219,19,0,2,0,19,1,0,0,81,51.53964638,204,92,Lisboa,Direito,87
4.92,4220,34,0,0,2,26,2,0,0,65,67.67223558,209,73,Faro,Esquerdo,86
8.5,4221,31,0,2,4,19,2,0,0,65,60.61802813,157,90,Porto,Direito,90
3.49,4222,38,0,0,3,17,0,0,0,74,52.03638072,190,60,Faro,Direito,45
5.18,4223,19,1,0,1,10,2,0,0,33,50.22348642,196,94,Braga,Ambidestro,37
2.13,4224,30,0,0,0,24,0,0,0,28,69.1995299,200,81,Faro,Direito,11
4.99,4225,27,1,0,2,23,0,0,0,26,62.0192664,187,72,Porto,Direito,77
3.71,4226,28,0,0,1,31,1,0,0,42,61.17179535,165,65,Braga,Ambidestro,43
3.65,4227,32,0,1,1,21,0,1,0,119,60.94177924,185,52,Faro,Ambidestro,14
4.8,4228,31,0,1,3,14,0,0,0,54,65.43763702,183,78,Braga,Ambidestro,46
4.24,4229,29,0,0,4,20,0,0,0,65,69.90329591,202,99,Lisboa,Direito,32
2.88,4230,21,0,0,2,13,0,0,0,74,61.47400373,209,53,Lisboa,Direito,63
3.9,4231,27,0,0,1,19,2,0,0,45,67.0769748,178,68,Faro,Ambidestro,47
4.91,4232,23,0,0,2,21,2,0,0,112,53.01491839,180,76,Porto,Direito,45
9.23,4233,31,2,1,5,18,0,1,0,93,55.25528147,179,54,Porto,Ambidestro,79
3.2,4234,39,0,0,0,21,1,0,0,91,68.77792723,198,62,Lisboa,Ambidestro,85
4.62,4235,36,0,0,3,18,1,0,0,100,68.55762613,194,59,Lisboa,Esquerdo,23
3.53,4236,39,0,0,3,24,0,0,0,21,65.45757936,170,80,Porto,Esquerdo,29
6.91,4237,36,1,0,3,24,2,0,0,17,67.12906677,173,73,Lisboa,Direito,2
4.36,4238,19,1,0,1,23,0,0,0,18,56.31067776,153,66,Braga,Esquerdo,32
6.32,4239,36,1,0,4,29,0,0,0,28,63.72461753,150,97,Porto,Direito,34
4.28,4240,28,1,0,1,21,1,1,0,53,58.73766778,153,63,Lisboa,Ambidestro,73
5.85,4241,33,1,0,3,14,1,0,0,36,64.84914819,155,50,Faro,Esquerdo,83
5.33,4242,38,1,0,2,19,0,0,0,103,52.12745558,150,99,Porto,Esquerdo,77
5.46,4243,34,1,0,1,18,1,0,0,100,52.97649748,178,73,Porto,Ambidestro,65
4.53,4244,35,0,0,3,29,0,0,0,113,63.40557393,196,70,Faro,Esquerdo,46
7.04,4245,29,1,0,4,21,1,0,0,72,69.39179779,155,57,Lisboa,Direito,68
2.17,4246,23,0,0,1,9,1,1,0,98,69.90306832,188,64,Porto,Esquerdo,59
3.06,4247,36,0,0,1,18,2,1,0,73,65.18690352,201,56,Braga,Esquerdo,20
5.44,4248,35,1,0,1,17,1,0,0,101,54.36174354,203,79,Porto,Esquerdo,77
5.48,4249,25,1,1,1,12,0,0,0,26,66.75119932,164,76,Faro,Ambidestro,73
3.57,4250,31,1,0,2,17,0,1,0,20,55.11774483,152,85,Coimbra,Esquerdo,16
3.9,4251,25,0,1,1,12,0,0,0,84,59.93938319,168,88,Lisboa,Ambidestro,29
4.57,4252,19,0,0,3,23,1,0,0,63,69.22208758,192,76,Faro,Ambidestro,50
3.38,4253,27,0,0,3,19,0,0,0,28,69.53011168,172,95,Faro,Ambidestro,60
3.39,4254,37,0,0,3,24,0,0,0,15,56.1642237,204,91,Coimbra,Ambidestro,56
8.9,4255,19,3,0,0,17,2,0,0,10,56.20188584,196,88,Braga,Direito,23
5.14,4256,20,1,0,1,23,1,0,0,22,60.33294795,199,78,Porto,Direito,9
2.23,4257,26,0,0,1,16,0,0,0,34,64.49586304,178,74,Lisboa,Direito,30
4.76,4258,32,0,0,5,15,0,0,0,102,66.37804194,200,65,Braga,Ambidestro,66
4.55,4259,33,0,0,3,13,2,0,0,46,61.7708708,184,65,Braga,Ambidestro,70
5.43,4260,31,0,0,3,22,2,0,0,91,66.81117488,193,52,Faro,Direito,67
4.01,4261,35,0,0,2,14,2,0,0,37,59.93383151,197,68,Lisboa,Esquerdo,13
-0.37,4262,22,0,0,1,17,0,0,1,81,60.65810275,198,99,Lisboa,Esquerdo,58
5.39,4263,25,1,0,3,20,0,0,0,47,50.33018962,163,88,Braga,Ambidestro,81
2.13,4264,35,0,0,1,17,0,0,0,14,65.83800122,174,79,Braga,Ambidestro,65
10.3,4265,34,2,1,2,22,2,0,0,83,61.16104585,170,73,Faro,Ambidestro,5
