Risco de Lesao,ID do Jogador,Idade,Lesoes Anteriores,Intensidade do Jogo,Posicao Jogada,Minutos Jogados,Tempo de Recuperacao,Metricas Fisicas,Carga de Treinamento,Condicoes Climaticas,Tipo de Partida,Qualidade da Equipe Medica,Altura do Jogador (cm),Peso do Jogador (kg),Cidade Natal,Numero de Fans nas Redes Sociais,Numero de Anos no Clube
0.461336334,4765,36,1,Low,Goalkeeper,62,1,6.24206665,35.05142761,Windy,League,5.934331724,172,94,Faro,165112,2
0.513993102,4766,26,0,High,Forward,73,2,4.641644891,66.88407059,Snowy,Cup,5.933637292,198,88,Lisboa,944294,9
0.646341916,4767,37,2,High,Midfielder,74,3,6.772475741,34.52235227,Clear,League,5.757083903,185,97,Faro,698419,8
0.639793029,4768,35,1,High,Goalkeeper,75,2,6.787070764,50.10498534,Rainy,Friendly,4.80060072,170,95,Lisboa,604145,3
0.515794671,4769,37,0,Medium,Defender,56,1,6.795894244,51.5815989,Snowy,Cup,4.693102901,164,85,Faro,98250,8
0.210309867,4770,20,0,Low,Defender,20,3,3.379466176,34.65792087,Clear,Cup,5.843561601,177,72,Coimbra,325965,8
0.462612995,4771,25,0,High,Defender,7,2,5.084973429,45.32922238,Rainy,Cup,4.015319537,182,71,Braga,786005,2
0.784673748,4772,37,3,Medium,Goalkeeper,79,1,3.741100673,62.87858572,Rainy,Cup,2.010215334,196,61,Porto,881357,8
0.524860089,4773,23,0,High,Goalkeeper,46,1,2.840277105,53.39579733,Clear,League,4.788070132,188,75,Porto,650735,3
0.698568014,4774,38,1,High,Midfielder,37,1,4.576117035,39.66761449,Clear,Friendly,2.099047764,183,94,Braga,340241,2
0.547662863,4775,31,1,Medium,Defender,92,4,6.437061816,74.56892822,Snowy,Cup,2.569779653,152,61,Faro,626615,6
0.823536556,4776,34,3,High,Goalkeeper,77,2,6.65527886,61.02785709,Snowy,League,1.875099527,159,99,Porto,394337,9
0.535185979,4777,35,0,High,Forward,13,3,1.921394527,29.5659716,Snowy,Cup,1.739689001,155,62,Faro,843513,7
0.700985064,4778,32,1,High,Goalkeeper,119,3,6.599073464,27.95336884,Rainy,Friendly,2.933277411,163,90,Lisboa,170093,2
0.309176689,4779,22,0,Medium,Defender,10,4,6.305366882,59.07290065,Rainy,Cup,3.656500284,177,72,Coimbra,228109,3
0.491843837,4780,19,2,Medium,Goalkeeper,72,3,5.762525811,34.33073107,Snowy,Cup,5.325132704,193,97,Coimbra,139312,9
0.672755962,4781,31,2,Medium,Goalkeeper,100,2,8.372424116,25.926959,Rainy,League,3.040724359,161,89,Porto,243141,2
0.645476968,4782,25,2,High,Midfielder,81,2,3.835312333,48.95411919,Snowy,Cup,5.500881745,166,80,Coimbra,554759,7
0.580044665,4783,29,2,High,Forward,23,3,6.071472463,61.22166135,Windy,League,4.100397439,206,84,Braga,55063,6
0.322865437,4784,32,0,Low,Midfielder,27,4,1.256376562,37.94893041,Clear,Cup,2.336902217,167,60,Braga,542382,6
0.415942316,4785,19,0,High,Midfielder,51,3,8.631682904,53.11120486,Clear,Friendly,6.045572935,165,95,Braga,290219,7
0.640664861,4786,35,0,High,Midfielder,78,1,5.023130629,27.40344118,Clear,League,4.006520614,160,68,Porto,83207,8
0.298545579,4787,35,0,Low,Defender,20,4,7.018021921,73.37971184,Clear,League,3.450729368,204,62,Coimbra,540160,3
0.708414481,4788,28,0,High,Defender,100,3,4.903719485,50.73120562,Snowy,Cup,-1.513009473,169,58,Lisboa,915168,6
0.620906593,4789,27,0,High,Midfielder,103,2,4.875720003,54.11931895,Snowy,Friendly,3.474980561,188,60,Lisboa,39265,7
0.392145305,4790,34,0,Medium,Goalkeeper,23,3,6.108745876,69.68592848,Snowy,Friendly,4.512962383,204,65,Coimbra,64714,7
0.692924185,4791,29,3,High,Midfielder,22,3,4.897809144,49.80360115,Windy,Cup,1.747122136,165,62,Faro,760117,2
0.576240163,4792,29,3,High,Goalkeeper,4,3,4.187160914,41.39955874,Snowy,Cup,5.481389275,189,63,Coimbra,79755,5
0.407499244,4793,24,0,Medium,Midfielder,109,4,3.87986057,51.62416058,Clear,Friendly,5.750088305,152,95,Braga,344670,2
0.52727253,4794,24,2,Low,Defender,116,3,4.715938253,34.51280275,Snowy,Friendly,3.814155466,162,60,Porto,700839,4
0.55312878,4795,23,0,High,Defender,8,1,7.48525859,71.0099595,Clear,League,1.41233333,199,60,Braga,362025,9
0.497546678,4796,28,1,Medium,Defender,18,2,5.503801023,52.12874019,Clear,League,2.582972029,209,65,Porto,404663,3
0.44681971,4797,27,0,Medium,Goalkeeper,115,4,4.854937831,31.47297196,Rainy,League,5.012874295,181,80,Faro,599674,6
0.527619579,4798,32,1,Medium,Defender,8,2,3.256005196,72.04592273,Windy,League,1.466592464,192,67,Coimbra,250055,8
0.502022844,4799,28,1,High,Goalkeeper,37,1,3.628674079,42.55767257,Clear,Cup,8.407774011,150,93,Braga,817449,6
0.570483985,4800,25,0,High,Goalkeeper,92,1,5.000761554,54.85180551,Rainy,League,5.950736858,185,95,Faro,15841,4
0.569029015,4801,32,1,High,Forward,79,3,4.687345948,88.55804787,Rainy,Friendly,6.010393381,200,51,Coimbra,28116,4
0.443930489,4802,29,0,Medium,Midfielder,27,1,4.067486181,59.28692993,Windy,Friendly,4.548004529,191,90,Porto,966481,1
0.318274053,4803,22,0,Medium,Goalkeeper,95,4,4.96716473,53.0026746,Snowy,Friendly,8.241824365,193,53,Braga,492973,2
0.503650121,4804,27,2,Low,Midfielder,119,4,4.385671674,77.45320695,Rainy,Cup,4.082719218,154,96,Coimbra,549812,9
0.630892166,4805,22,1,High,Forward,103,1,4.188560382,72.15553293,Snowy,Friendly,5.923886401,151,63,Coimbra,415803,7
0.246137174,4806,25,1,Low,Defender,0,3,7.756089689,69.21282952,Clear,Cup,6.416240473,177,93,Lisboa,671810,9
0.487125662,4807,31,1,Medium,Defender,15,1,3.030974416,19.45628466,Snowy,League,4.760253518,165,66,Coimbra,816201,2
0.659517282,4808,18,0,High,Goalkeeper,118,2,7.425918286,38.43664364,Clear,League,1.191868784,195,75,Coimbra,943751,8
0.324358347,4809,39,0,Medium,Midfielder,80,4,4.519605861,16.75701669,Snowy,League,10.09235672,179,89,Coimbra,562400,6
0.564478482,4810,31,2,Medium,Goalkeeper,64,3,8.406220125,40.93492832,Windy,League,3.980307262,209,89,Braga,231153,5
0.483631652,4811,33,1,Low,Goalkeeper,77,2,7.336675404,52.70232937,Rainy,League,3.970181236,188,79,Faro,682642,7
0.487233261,4812,18,1,Medium,Forward,84,3,3.001510973,22.38135618,Windy,League,3.705841755,187,99,Braga,50326,9
0.49969836,4813,21,1,Medium,Goalkeeper,60,1,3.365238888,53.09071889,Snowy,Cup,5.11974895,170,68,Braga,718670,4
0.324439865,4814,35,1,Low,Defender,22,4,5.44405462,46.19996158,Snowy,Friendly,4.839014324,190,84,Coimbra,130577,3
0.576130235,4815,33,0,High,Forward,87,4,4.290531692,37.44358314,Rainy,Friendly,2.62756318,152,77,Porto,558352,7
0.404663698,4816,35,1,Medium,Goalkeeper,23,3,5.817797834,38.54358301,Rainy,League,6.508017731,187,74,Coimbra,143012,3
0.411654264,4817,26,1,Low,Forward,107,3,5.700081742,54.75239215,Clear,Cup,6.046391228,198,64,Coimbra,750059,5
0.359251416,4818,22,1,Low,Forward,37,3,4.03600641,57.52777737,Snowy,Cup,3.411674459,168,55,Lisboa,171756,6
0.471815578,4819,25,1,Low,Goalkeeper,68,1,5.701159142,46.0719118,Clear,League,3.929662762,185,64,Porto,74325,1
0.542426205,4820,37,0,High,Midfielder,73,3,3.330455451,81.05320425,Windy,Cup,5.292825934,184,98,Porto,798436,9
0.61848573,4821,29,0,Medium,Forward,70,2,3.698262587,81.54517433,Snowy,Friendly,-1.500759442,195,88,Lisboa,445018,2
0.560868667,4822,22,1,Medium,Goalkeeper,112,3,2.024692156,49.86175406,Windy,League,3.019983196,185,55,Lisboa,703773,4
0.575580742,4823,21,3,Medium,Defender,56,2,4.567253503,36.07355067,Clear,League,5.04176012,179,85,Braga,525634,9
0.458829132,4824,39,0,Medium,Defender,60,3,4.516543135,58.41019128,Windy,League,4.8121318,189,74,Lisboa,659420,6
0.396038449,4825,27,0,Low,Goalkeeper,115,4,6.838527934,45.67702153,Windy,Cup,3.595002715,198,62,Braga,59300,1
0.528795572,4826,20,2,High,Midfielder,5,4,4.96503771,33.38129415,Snowy,League,2.176707859,157,80,Lisboa,97177,4
0.354148294,4827,27,1,Medium,Goalkeeper,100,3,3.774883635,49.10869037,Snowy,Friendly,11.67091219,174,60,Coimbra,30317,6
0.705530799,4828,35,0,High,Defender,83,1,1.515292797,53.45476083,Windy,League,1.638560304,165,64,Lisboa,511404,5
0.671697847,4829,33,2,High,Defender,93,2,4.441788863,51.46132992,Windy,League,6.525775753,164,96,Porto,744342,7
0.743041596,4830,18,3,Medium,Defender,118,1,5.712441955,33.39058206,Rainy,Friendly,2.667212858,158,79,Coimbra,273401,2
0.553340357,4831,21,1,High,Forward,76,4,5.589946162,60.38848441,Windy,League,3.153658258,197,63,Lisboa,81162,5
0.366259978,4832,22,0,Low,Forward,81,1,7.235453065,44.69744271,Windy,Friendly,6.157643411,188,90,Lisboa,158975,2
0.77274819,4833,38,2,Medium,Defender,106,1,3.805443319,40.93535653,Snowy,Friendly,1.915852578,184,57,Coimbra,255472,8
0.54849928,4834,33,2,Medium,Goalkeeper,101,4,1.443232812,72.90975778,Rainy,League,5.743818302,189,97,Braga,367496,7
0.305583512,4835,22,0,Medium,Defender,47,4,2.758304678,67.25602664,Clear,Friendly,5.962160726,152,57,Faro,869663,1
0.383964919,4836,28,0,High,Midfielder,28,3,4.41237632,26.45697529,Snowy,Cup,7.590040419,152,67,Lisboa,477396,5
0.282307198,4837,22,0,Low,Defender,66,2,4.006474797,40.64804049,Snowy,Cup,7.324867241,162,60,Porto,480901,5
0.384358888,4838,22,1,High,Midfielder,47,4,7.086552475,83.39361611,Windy,Cup,8.565553627,205,50,Coimbra,865566,2
0.50627665,4839,27,1,High,Defender,74,3,2.859659535,57.6171564,Clear,League,7.416693193,151,94,Porto,392193,7
0.240037184,4840,32,0,Medium,Defender,4,3,7.00176593,58.61684977,Windy,Cup,9.291351655,174,93,Coimbra,720423,8
0.605487747,4841,37,3,Medium,Forward,7,1,9.475081693,64.66270656,Snowy,League,5.157182625,160,53,Porto,204235,1
0.665715855,4842,22,1,High,Goalkeeper,111,2,4.910176782,45.78098429,Clear,League,3.562715504,172,85,Lisboa,474637,8
0.491578463,4843,33,0,Low,Defender,45,1,2.271518484,40.89380053,Snowy,Friendly,0.84434688,156,61,Lisboa,810441,6
0.276120783,4844,27,0,Low,Goalkeeper,4,3,7.919235959,40.26507826,Clear,Cup,3.436855392,150,51,Faro,168555,6
0.616776857,4845,39,2,High,Midfielder,43,3,7.326582148,46.73111406,Clear,Friendly,5.510974272,160,60,Lisboa,16845,7
0.430533813,4846,33,1,Medium,Defender,13,3,3.86051364,64.72334128,Clear,League,4.51396044,180,54,Braga,144942,6
0.578281837,4847,37,1,High,Goalkeeper,90,4,1.480303352,22.96926534,Windy,Cup,5.74767675,153,69,Faro,416581,7
0.506603678,4848,23,1,Low,Forward,111,1,5.026755497,29.09081393,Snowy,League,4.661617748,195,67,Faro,19469,1
0.539615646,4849,29,1,Low,Defender,92,2,4.198541012,53.64085884,Clear,League,1.849730889,203,63,Braga,525969,2
0.504736884,4850,37,2,Low,Defender,58,3,6.58603267,32.08868345,Windy,Cup,3.629826544,190,93,Lisboa,933530,7
0.264128876,4851,35,0,Low,Defender,6,2,6.833300867,61.30963296,Rainy,League,6.845213094,207,90,Coimbra,164685,3
0.450371746,4852,28,3,Low,Midfielder,40,4,4.109616592,53.19730614,Rainy,League,4.167234054,190,55,Braga,709140,6
0.521238991,4853,27,2,Medium,Midfielder,46,2,4.245635424,36.41886373,Rainy,League,5.403208726,202,56,Lisboa,73484,4
0.527753021,4854,32,2,Medium,Defender,61,3,6.132739172,35.28087372,Snowy,Friendly,5.486121111,154,84,Lisboa,775666,3
0.519657555,4855,34,1,Low,Midfielder,24,1,6.204033259,53.56308582,Windy,League,0.976383957,180,54,Coimbra,333441,6
0.61444653,4856,36,1,High,Midfielder,79,2,6.251261986,39.10534206,Clear,League,6.248188801,199,52,Braga,56620,2
0.375431111,4857,23,0,Low,Forward,81,1,5.697695852,43.8861442,Rainy,Friendly,5.956609474,171,81,Porto,702680,4
0.738459313,4858,31,3,High,Forward,48,1,7.825750758,57.27321917,Rainy,League,4.546761854,183,72,Lisboa,10138,9
0.432479888,4859,22,0,Medium,Forward,118,4,2.691628953,60.98557124,Clear,Cup,4.900834314,191,59,Porto,399575,8
0.418650696,4860,26,0,High,Midfielder,33,2,7.69345888,46.70719098,Rainy,Friendly,7.509524186,167,73,Lisboa,657071,1
0.459171797,4861,20,1,Low,Midfielder,67,1,5.152778342,61.62011374,Clear,Friendly,3.514748549,201,56,Lisboa,947550,1
0.508421718,4862,23,1,High,Defender,1,1,0.563840666,41.08960074,Windy,Cup,5.170407997,153,93,Braga,222199,9
0.436468699,4863,27,1,Medium,Midfielder,6,2,3.241924289,58.93973449,Windy,Cup,4.21228546,180,58,Faro,312634,6
0.503928415,4864,19,2,Medium,Goalkeeper,62,2,6.541271992,72.54118947,Rainy,League,5.646308623,178,62,Porto,60143,1
0.464288632,4865,38,0,Medium,Goalkeeper,4,2,2.94556581,60.81176773,Clear,Cup,2.546615236,185,98,Porto,154241,8
0.511303818,4866,26,1,Low,Forward,108,2,5.764734002,36.27038361,Rainy,Friendly,3.418903077,186,92,Lisboa,911211,3
0.488522328,4867,29,1,Medium,Forward,51,1,4.067816465,60.71696639,Windy,Friendly,6.452987535,181,95,Porto,837810,5
0.421419242,4868,38,0,Medium,Goalkeeper,11,2,3.837636457,43.2614226,Windy,League,4.712675187,152,51,Porto,661540,1
0.453179065,4869,33,2,Low,Goalkeeper,57,2,3.054218105,47.31119983,Clear,Friendly,6.385461983,179,97,Lisboa,391867,1
0.423189301,4870,25,2,Low,Defender,54,3,4.200396581,56.78707441,Windy,League,4.640099425,165,67,Lisboa,236537,5
0.49549529,4871,39,2,Medium,Midfielder,10,2,7.68886497,27.64955415,Rainy,League,6.45874951,152,73,Coimbra,651551,2
0.511199093,4872,31,0,High,Defender,95,4,4.590498446,52.47765493,Rainy,Cup,5.406530315,163,76,Porto,539538,4
0.417000127,4873,24,1,Low,Midfielder,106,2,8.384408894,16.87173309,Windy,League,6.818867317,153,56,Porto,571487,8
0.740771508,4874,34,2,High,Midfielder,73,1,6.537879903,73.26693015,Rainy,Cup,4.101957444,183,52,Lisboa,47900,2
0.433440816,4875,23,1,Low,Forward,96,3,6.548027627,61.4885765,Clear,Cup,3.986434451,201,89,Lisboa,82736,1
0.303646203,4876,30,1,Low,Midfielder,33,4,3.143642087,45.13318383,Windy,Cup,5.458260757,182,63,Porto,229130,7
0.504207801,4877,38,1,Medium,Midfielder,45,1,4.006376963,42.99406396,Rainy,League,7.034853274,195,73,Coimbra,689557,3
0.755096061,4878,30,4,High,Goalkeeper,85,4,3.409574661,53.29355248,Clear,Cup,3.981290173,198,59,Coimbra,688266,4
0.510467862,4879,21,0,High,Goalkeeper,20,2,4.910787769,60.59086998,Windy,Cup,2.111512186,166,73,Coimbra,361665,3
0.298053102,4880,39,0,Medium,Goalkeeper,31,3,5.485517844,28.71961169,Rainy,Friendly,9.712588527,206,94,Coimbra,688699,4
0.441755591,4881,23,0,Medium,Goalkeeper,110,2,7.630811395,44.95625411,Snowy,Friendly,7.028846144,174,91,Faro,546359,4
0.402842472,4882,24,2,Low,Midfielder,29,1,3.07234022,37.2187267,Rainy,Cup,6.641024807,171,51,Coimbra,791511,8
0.6126741,4883,38,0,Medium,Defender,114,1,0.101674098,63.30117018,Snowy,League,4.279195122,199,62,Lisboa,673608,1
0.500797702,4884,35,1,Medium,Goalkeeper,82,3,8.648765186,55.08533733,Windy,Friendly,6.008007157,173,63,Faro,213534,7
0.525556525,4885,38,0,High,Defender,28,2,6.310185312,65.66422676,Clear,Cup,4.934514936,201,53,Lisboa,743002,3
0.511116422,4886,19,1,Medium,Midfielder,64,2,7.604962585,35.87373587,Rainy,League,3.134920001,202,73,Faro,62864,2
0.508973363,4887,37,0,Medium,Midfielder,81,1,7.412521961,38.93359423,Rainy,Friendly,6.431122827,186,92,Coimbra,758609,8
0.437521382,4888,30,0,Low,Defender,115,2,8.15956592,51.15469703,Clear,Cup,5.219123472,169,55,Lisboa,321776,4
0.530078109,4889,26,1,Medium,Midfielder,26,2,8.245463304,39.28600872,Snowy,Cup,1.365788065,184,84,Coimbra,248467,5
0.507847253,4890,21,1,Medium,Forward,116,3,2.775565087,39.26489492,Snowy,League,5.252295504,160,94,Faro,353986,1
0.444091446,4891,22,1,Low,Goalkeeper,106,1,2.99438418,47.16165369,Snowy,Friendly,6.758071672,200,59,Coimbra,714901,6
0.408260383,4892,31,1,Medium,Midfielder,68,4,4.360234296,41.95766491,Clear,Cup,6.885546802,156,88,Porto,101618,6
0.251295515,4893,25,1,Low,Goalkeeper,7,3,6.281782671,30.17989168,Snowy,League,6.613071996,206,69,Lisboa,363393,5
0.467285036,4894,25,0,High,Defender,37,1,6.082339371,53.47693006,Windy,Cup,6.97375697,193,50,Braga,804552,1
0.632684622,4895,39,0,High,Goalkeeper,56,1,4.373582895,39.76140384,Snowy,Friendly,3.7503923,187,86,Lisboa,258647,1
0.384986826,4896,22,1,Low,Midfielder,74,1,5.181140985,65.20343298,Snowy,Friendly,7.314806986,152,97,Porto,649734,3
0.340484907,4897,32,1,Low,Forward,28,4,5.81642787,57.96404629,Rainy,Cup,4.006137043,173,86,Faro,6083,6
0.532124683,4898,26,3,Low,Forward,61,3,7.117390589,53.63266853,Snowy,Friendly,3.09020794,206,98,Lisboa,807197,3
0.309060126,4899,28,0,Low,Midfielder,10,1,5.158711665,56.02688068,Clear,Friendly,5.411279603,191,84,Braga,741132,8
0.69364246,4900,23,2,High,Midfielder,110,1,5.581788208,43.07216195,Windy,Cup,6.267671509,176,60,Lisboa,377839,7
0.406878386,4901,25,1,High,Forward,17,4,4.158491999,84.65617944,Windy,League,6.417211331,196,56,Braga,170048,1
0.435776553,4902,20,1,Medium,Forward,75,3,2.913099004,75.24189621,Clear,Cup,5.640664754,193,65,Coimbra,415493,9
0.63348221,4903,37,1,Low,Goalkeeper,81,1,6.666382504,36.65891449,Snowy,Cup,0.159356338,188,73,Lisboa,187750,7
0.386980922,4904,21,2,Low,Midfielder,19,1,2.44380753,44.15219305,Snowy,League,6.183045236,153,86,Faro,842476,4
0.459480875,4905,28,1,Medium,Goalkeeper,84,3,2.046702396,63.1306852,Windy,Cup,6.593742411,208,89,Lisboa,971887,3
0.56078091,4906,19,2,High,Defender,5,2,1.60434136,39.87802545,Windy,Cup,3.490248068,150,91,Coimbra,405425,8
0.471041225,4907,37,0,Low,Forward,87,2,4.858813649,54.5215587,Windy,Cup,3.436412716,197,90,Coimbra,283004,3
0.368051797,4908,36,1,Low,Midfielder,53,2,5.404087978,40.51664697,Clear,Cup,7.834175401,185,80,Porto,353515,4
0.468374434,4909,19,1,Low,Forward,108,2,4.814347666,50.35978915,Windy,Friendly,3.954089581,207,65,Braga,26977,1
0.68853381,4910,25,3,Medium,Defender,114,2,6.238941428,64.45792553,Windy,League,4.493802572,178,86,Lisboa,792698,6
0.300004584,4911,26,0,Medium,Forward,19,4,5.160966853,64.32651891,Snowy,Friendly,5.257574048,161,98,Faro,626654,8
0.403564377,4912,32,1,Medium,Goalkeeper,34,4,5.675280813,61.27397748,Snowy,League,5.269758654,196,97,Lisboa,318575,3
0.359555063,4913,34,0,Medium,Defender,21,3,11.96751054,49.94988787,Snowy,Cup,5.732557671,198,51,Faro,742419,7
0.291336413,4914,27,0,Medium,Forward,14,3,5.533880018,36.39257905,Clear,Friendly,6.896318923,181,62,Braga,117663,1
0.44541817,4915,37,0,Medium,Defender,65,1,2.074717303,55.27285045,Clear,League,8.103673432,205,90,Faro,501027,3
0.340425839,4916,27,2,Low,Midfielder,14,4,6.791682411,58.79773075,Windy,League,4.650225646,198,71,Faro,788767,2
0.144654066,4917,26,0,Low,Forward,20,4,7.310014735,46.9672468,Clear,League,8.18557448,171,74,Braga,593176,6
0.527179692,4918,35,1,Medium,Midfielder,39,2,7.105729811,56.75075852,Snowy,Friendly,3.817962016,200,51,Coimbra,85918,8
0.504111733,4919,25,0,Medium,Forward,82,1,6.487115443,64.12000174,Snowy,Friendly,4.588792234,202,88,Faro,749266,9
0.31725338,4920,18,0,Medium,Forward,30,1,1.861819948,41.29195122,Clear,League,7.992007264,152,80,Lisboa,547860,1
0.300452017,4921,23,2,Low,Forward,32,3,4.148852322,76.18748364,Windy,Friendly,8.039228452,193,53,Lisboa,579001,7
0.431531887,4922,37,0,High,Forward,13,3,6.828068931,50.57115358,Snowy,Friendly,6.339704166,180,97,Coimbra,891685,4
0.507041597,4923,35,0,Medium,Midfielder,68,3,7.472299141,48.51370015,Clear,Cup,2.601995567,209,92,Porto,102520,5
0.463920499,4924,25,0,High,Defender,16,1,2.505720862,33.51949967,Clear,Friendly,5.886709378,188,78,Coimbra,87000,6
0.531019898,4925,24,0,High,Forward,89,4,6.525335935,50.33969336,Clear,League,3.018839559,203,91,Lisboa,708397,6
0.413716843,4926,26,2,Low,Defender,47,4,4.614272049,58.15494216,Clear,League,3.3951549,168,65,Porto,297838,5
0.449571761,4927,23,0,High,Midfielder,33,3,2.453209248,67.25146847,Clear,League,4.316701655,172,80,Coimbra,33277,1
0.319927132,4928,21,0,Medium,Forward,16,3,6.562389884,43.33386965,Windy,Friendly,4.790711673,209,69,Porto,605144,4
0.58278055,4929,28,0,High,Forward,65,2,4.196068149,72.65009639,Rainy,Friendly,2.996554271,203,64,Coimbra,802341,6
0.572823812,4930,29,1,Medium,Defender,102,1,4.181058373,22.4472659,Windy,Cup,5.971466151,185,95,Coimbra,991150,8
0.477653161,4931,27,1,Low,Forward,97,1,5.032725013,30.16484775,Windy,League,5.731977429,193,93,Lisboa,134126,6
0.623390994,4932,22,2,Medium,Defender,108,1,7.832648272,65.45483404,Rainy,League,5.356448747,202,75,Lisboa,22494,1
0.380855745,4933,39,1,Low,Forward,49,1,5.421054726,59.72100448,Clear,Friendly,9.000855812,203,54,Braga,634627,2
0.434280596,4934,34,1,Low,Midfielder,111,2,4.111005532,56.8737962,Clear,League,8.152001866,199,67,Braga,609274,5
0.431477626,4935,31,1,Low,Goalkeeper,86,1,3.982098778,61.44195621,Clear,League,7.683595642,205,93,Coimbra,302503,6
0.26190277,4936,37,0,Low,Goalkeeper,34,3,5.930067018,51.87006485,Clear,League,7.519821013,185,51,Faro,909386,9
0.484054105,4937,22,0,High,Forward,77,4,4.563041303,76.10343596,Windy,Cup,3.894526551,163,91,Braga,207703,7
0.35046814,4938,34,0,High,Forward,37,4,4.194880845,24.80005881,Rainy,Friendly,9.13847215,166,90,Braga,997177,3
0.340512149,4939,28,0,Low,Goalkeeper,66,2,7.156916519,41.61720399,Rainy,League,5.988353426,207,76,Coimbra,942843,9
0.254808138,4940,24,0,Low,Forward,95,3,7.124828949,61.30998789,Snowy,Cup,9.094047748,200,76,Coimbra,958804,3
0.594082061,4941,39,2,Medium,Midfielder,17,2,5.153874883,40.18374627,Windy,Friendly,2.824837466,169,60,Lisboa,754147,8
0.535372141,4942,27,3,Medium,Forward,35,2,5.129034784,51.00824224,Snowy,Cup,6.515389334,184,93,Coimbra,282618,4
0.487827483,4943,38,1,Medium,Forward,60,1,6.691084923,45.09141702,Windy,Friendly,8.581477514,161,86,Coimbra,409351,5
0.787765669,4944,20,2,High,Midfielder,63,1,6.998832156,58.39382128,Rainy,League,-0.858225969,180,74,Coimbra,853743,8
0.541883539,4945,21,5,Low,Goalkeeper,17,1,6.866298484,68.30300276,Clear,League,6.715076279,182,98,Porto,854966,9
0.489066476,4946,38,3,Low,Goalkeeper,5,4,3.598904957,44.55943423,Clear,League,2.289009795,173,58,Coimbra,794667,4
0.5561004,4947,35,1,High,Goalkeeper,27,3,4.526279539,62.4667563,Clear,Cup,4.032157892,202,73,Braga,961849,6
0.430414346,4948,19,1,Medium,Forward,37,2,2.552187217,55.15934893,Clear,Friendly,4.868858815,194,59,Porto,32536,1
0.594967396,4949,21,3,Low,Goalkeeper,67,1,5.426021783,47.38408506,Windy,Friendly,2.788537035,167,84,Lisboa,459227,3
0.442391279,4950,24,0,Low,Midfielder,87,2,3.80552009,53.5684401,Snowy,Friendly,2.336115065,178,67,Braga,552713,4
0.458352636,4951,29,1,Medium,Midfielder,68,1,8.694047436,42.86032102,Snowy,Friendly,8.681669032,188,51,Lisboa,626191,9
0.442911224,4952,28,1,Low,Midfielder,0,1,3.751924244,50.83901794,Clear,League,1.673129657,178,55,Coimbra,838158,4
0.557265561,4953,21,1,High,Midfielder,23,1,6.166640491,43.52297712,Clear,Friendly,4.101050756,154,84,Lisboa,588695,3
0.466415455,4954,35,0,High,Midfielder,41,4,3.996526456,54.62808205,Clear,League,4.792744761,154,55,Faro,21794,2
0.553673867,4955,25,0,High,Midfielder,65,2,-1.020542348,61.42125017,Clear,Friendly,3.664983705,151,64,Faro,617726,7
0.56127452,4956,22,0,High,Midfielder,59,1,2.232477783,39.87109005,Windy,Friendly,3.878342447,154,68,Coimbra,171856,1
0.35283048,4957,29,0,Low,Forward,33,1,5.357301234,67.69463066,Windy,Cup,5.133278396,200,54,Porto,465200,7
0.333479534,4958,18,0,Low,Defender,103,4,4.362509289,55.65355282,Snowy,Cup,3.885037381,151,65,Lisboa,179819,1
0.532141709,4959,22,2,Medium,Goalkeeper,94,3,3.843795389,49.52315264,Windy,League,5.481176513,182,55,Faro,283179,4
0.321426753,4960,23,3,Low,Forward,30,4,5.063056157,78.50153386,Windy,League,7.99589101,197,51,Braga,742384,8
0.574455842,4961,27,3,Medium,Defender,26,2,4.121659262,64.27191816,Windy,League,4.387883162,168,53,Porto,980550,5
0.356916987,4962,23,2,Low,Forward,44,4,4.540753386,49.16564996,Rainy,Cup,5.024057168,193,96,Porto,439104,8
0.349892118,4963,28,1,Low,Goalkeeper,119,4,9.697674486,70.38734949,Windy,Cup,8.228756828,172,76,Braga,891921,8
0.526882028,4964,32,1,High,Forward,95,4,5.768696971,31.62828462,Windy,Cup,7.271833469,165,59,Faro,816794,8
0.534235727,4965,24,0,High,Forward,46,2,3.930557003,51.51077167,Snowy,Friendly,3.178651149,186,51,Lisboa,175805,6
0.665405939,4966,19,3,High,Goalkeeper,107,2,5.253723047,39.24073899,Snowy,Friendly,7.483755965,200,85,Coimbra,235167,2
0.395713133,4967,21,0,Medium,Goalkeeper,65,4,6.780585742,11.15644517,Windy,League,3.141674618,204,95,Porto,957921,2
0.609118859,4968,26,1,Medium,Goalkeeper,52,1,12.70404034,57.25368307,Clear,League,1.041633431,199,60,Porto,348222,9
0.514430151,4969,20,0,High,Forward,66,3,6.448846965,35.72624373,Snowy,Friendly,3.057384149,167,73,Lisboa,873981,5
0.303271351,4970,22,0,Low,Goalkeeper,76,3,7.388823325,56.13927339,Rainy,Friendly,5.648630379,157,68,Braga,902836,7
0.521426653,4971,38,0,Medium,Goalkeeper,12,1,3.664294002,41.52092727,Clear,Cup,2.070514208,177,53,Lisboa,226531,9
0.430768749,4972,37,0,Low,Defender,91,4,7.083133249,74.99636811,Windy,Friendly,2.52099426,182,80,Coimbra,267776,1
0.367020266,4973,31,0,Medium,Goalkeeper,24,3,3.26821183,52.39610124,Rainy,Cup,5.076470152,158,79,Porto,150460,1
0.261420437,4974,27,0,Low,Midfielder,24,2,6.815519306,55.56794934,Clear,Cup,6.606264229,161,66,Porto,980486,3
