Gravidade dos Incidentes,Rivalidade Historica,Distancia entre Cidades dos Times,Consumo de Alcool,Presenca de Seguranca,Incidentes de Violencia Passados,Temperatura,Dia da Semana,Chuva,Sequencia de Vitorias do Time,Mistura na Zona dos Fas,Jogo Noite Adentro,Numero de Barracas de Concessao,Distancia de Viagem do Time Adversario
5.457155898,5,425,4,399,1,15,2,0,8,1,0,12,769
5.442649758,2,780,2,267,1,31,1,0,9,1,0,15,315
0.802454919,1,112,4,48,1,16,5,0,5,0,0,4,74
1.609838292,4,410,0,314,2,30,4,0,1,0,0,10,439
2.286096206,0,593,2,292,2,19,1,0,8,1,1,9,764
3.800698378,3,794,4,321,2,19,3,0,4,0,0,13,709
3.133508275,1,159,5,23,2,21,5,0,5,0,0,14,192
1.364082091,0,726,1,416,2,18,2,0,6,0,0,1,53
2.684218158,5,243,1,368,1,15,1,1,2,0,0,17,629
2.034878361,0,568,2,383,3,32,2,1,3,0,0,7,389
0.7,2,993,2,387,1,24,3,0,7,0,0,9,605
4.111492084,4,700,3,478,1,21,2,0,8,0,0,12,156
3.090742465,3,508,4,370,4,25,5,0,4,0,0,11,310
2.361600677,4,904,2,444,2,15,4,0,5,0,1,2,914
0.741496887,2,848,1,487,1,20,7,0,2,1,0,5,195
3.324681383,3,989,1,290,2,19,7,0,9,1,0,18,166
0.906642598,3,350,1,62,1,27,1,0,9,0,0,4,74
4.656037775,1,617,4,481,2,31,7,0,9,1,0,14,564
4.087693908,3,721,0,20,2,32,6,0,6,0,0,6,680
2.308760523,0,545,2,172,2,21,4,0,7,1,1,10,62
0.951300613,4,198,0,192,3,20,1,0,5,0,0,1,637
1.98955856,5,848,4,195,0,21,7,1,4,0,0,10,161
4.497942395,5,818,5,461,2,26,2,0,7,0,0,7,186
2.161124935,4,510,2,46,2,20,2,0,1,0,0,2,333
3.525416707,1,188,3,493,1,30,7,0,9,1,0,4,928
2.904031462,3,910,2,470,2,22,5,0,0,0,0,16,441
1.602055657,2,885,2,18,4,29,2,0,3,1,0,12,571
1.446796652,0,341,2,37,0,23,3,0,2,1,1,4,900
0.970635849,1,384,2,320,2,27,5,0,4,0,0,15,464
4.877686848,3,748,5,183,2,26,1,0,7,1,0,2,112
0.656675846,5,884,2,473,4,28,2,0,0,1,0,10,989
1.997859289,2,233,4,136,3,22,1,0,1,1,0,7,885
1.805667766,3,356,2,79,0,29,2,0,5,0,0,5,65
3.344992725,1,974,5,292,1,18,5,0,0,0,0,9,50
2.444671856,2,947,4,275,1,23,6,0,6,0,0,19,501
3.019405672,2,311,2,160,1,34,3,0,4,0,0,1,995
2.16153128,2,976,2,158,5,20,1,0,6,1,0,13,719
3.001129582,2,359,4,227,1,20,4,0,3,1,0,17,461
2.706597926,3,393,2,438,5,16,2,0,5,1,1,2,880
4.578408632,2,473,5,135,2,21,5,0,1,0,0,3,191
3.989974802,3,706,1,12,3,15,7,1,2,1,0,16,387
3.367794223,2,822,2,196,3,23,1,0,0,1,1,3,804
4.615854963,2,563,3,52,1,19,7,0,5,1,1,9,863
3.158550113,1,875,4,108,0,23,5,0,8,1,0,5,740
3.0251724,3,573,5,272,4,27,1,0,0,0,0,18,565
3.126316781,5,310,2,420,4,15,3,0,5,0,1,15,626
2.121243697,3,411,2,199,4,34,7,0,6,0,1,5,364
4.71643306,4,218,4,51,2,29,6,0,3,1,1,1,297
1.932209249,5,709,0,106,3,31,2,0,4,0,0,19,165
2.832867962,1,249,5,269,1,22,7,0,9,0,1,17,967
3.70667619,3,434,5,227,1,29,1,1,1,0,1,12,572
0.5,1,361,1,455,2,33,7,0,5,0,0,16,760
2.90521863,5,631,1,145,1,25,4,1,3,1,0,17,204
0.5,1,361,2,349,2,22,2,1,0,1,1,8,238
3.255476736,1,615,4,154,1,20,2,0,9,0,0,11,973
2.102544792,0,444,3,14,2,20,5,0,0,0,0,6,429
1.95200257,3,820,2,456,1,22,2,0,9,1,1,15,948
1.855434317,1,400,1,378,2,33,1,0,9,1,1,9,604
1.71658085,0,77,2,402,1,34,3,0,8,0,0,16,805
1.076876984,0,928,4,145,1,23,1,0,1,0,0,5,126
4.984712581,2,924,5,16,2,34,6,0,9,0,0,2,84
5.106271009,2,681,5,46,1,20,2,0,2,0,0,7,914
3.652860107,5,182,5,493,1,19,4,0,0,0,0,12,228
5.503340268,3,429,5,320,5,30,6,0,2,0,1,11,210
3.69110302,2,651,3,76,2,21,4,1,5,1,1,17,601
2.548810856,5,577,0,401,3,15,6,0,8,1,0,8,97
3.083384187,3,336,3,334,2,24,1,0,3,1,0,1,757
2.863941204,5,333,2,14,0,33,1,0,3,1,0,12,518
1.685530833,0,952,1,282,2,19,1,0,5,1,0,6,993
2.373020517,0,791,4,376,1,34,1,0,0,1,0,17,406
3.124310048,3,698,2,67,0,33,7,1,2,0,0,10,522
0.590918818,5,856,0,456,0,33,5,0,1,0,0,3,500
3.990922745,5,276,4,164,2,23,1,0,6,0,1,13,612
3.51134403,2,476,4,369,1,17,5,0,1,0,0,8,742
2.651010925,2,76,4,496,0,23,2,0,3,0,1,17,506
1.954741313,3,381,2,122,0,33,1,0,3,0,0,5,758
0.6,4,166,0,469,4,30,7,0,6,0,0,7,682
4.868440832,2,138,2,101,3,16,1,0,9,1,0,3,964
3.034870639,1,668,4,333,2,22,7,1,9,1,0,6,558
2.934040841,2,782,4,253,1,28,4,0,1,0,0,14,473
2.284048313,4,784,1,293,4,20,2,0,3,1,0,9,218
5.299726535,5,171,3,98,6,26,2,0,2,1,0,17,752
2.674377411,0,943,2,451,2,15,1,0,8,0,0,9,841
0.9,0,915,0,187,1,32,7,1,4,1,1,13,90
5.954194675,5,82,4,237,1,21,2,0,6,1,0,16,645
1.2,0,652,2,371,4,26,3,0,9,1,0,11,119
3.239676264,2,745,3,76,3,26,6,0,5,0,1,5,105
1.067278329,0,937,2,131,1,20,4,0,7,1,0,17,114
4.193807026,4,819,3,168,2,34,2,1,6,0,0,16,401
4.837965469,4,447,2,366,1,16,3,0,9,1,0,5,682
2.499515711,2,574,1,277,2,25,7,0,9,0,0,19,923
2.822101621,5,73,2,192,0,30,1,0,8,1,0,10,902
3.09916974,1,374,5,494,3,15,4,1,8,0,1,12,590
3.710386956,2,83,1,366,1,20,6,0,3,1,1,19,249
1.868528959,0,296,3,13,3,24,4,0,3,1,0,7,884
1.84000057,2,904,4,487,2,23,4,0,3,0,0,6,64
4.23613735,4,68,4,130,3,24,3,0,8,1,0,13,185
2.481525034,2,79,2,239,4,32,5,0,5,1,0,19,651
0.5,2,98,0,307,0,32,4,0,2,1,0,16,128
0.581315084,1,988,2,495,1,23,3,0,4,0,0,11,578
2.678974143,4,961,1,228,1,27,6,1,9,1,0,10,793
2.941713147,3,229,1,191,2,24,7,0,9,1,0,15,114
2.763468968,3,419,3,287,1,23,5,0,3,0,0,7,843
0.668513253,4,933,2,266,1,18,7,0,4,0,0,2,225
2.375581806,3,787,3,313,2,29,3,0,7,0,0,18,268
1.111519866,0,994,0,52,4,22,3,0,7,0,0,16,663
3.886043834,3,444,4,367,3,16,3,0,5,1,0,4,383
3.35273867,0,639,4,413,3,18,4,0,7,1,0,10,105
1.85837769,4,545,2,27,1,20,1,0,7,0,0,5,368
3.463877678,3,480,3,207,3,34,6,0,5,1,0,11,575
5.247179836,3,256,3,186,4,21,4,1,2,0,1,16,924
1.633568582,5,84,0,85,0,27,6,0,8,0,0,9,122
1.2,0,811,3,410,2,19,6,0,7,1,1,17,796
4.384559555,0,632,5,190,3,18,4,0,3,0,0,12,881
4.589538373,2,462,5,159,5,20,4,1,4,1,0,14,716
1.53146053,1,413,1,91,3,19,4,0,3,1,1,15,649
5.662938388,3,359,5,19,3,19,5,0,0,0,1,5,80
1.824482048,5,328,5,289,2,21,5,0,6,1,0,5,602
0.462193269,1,201,1,221,0,19,3,0,4,0,0,4,938
3.223541197,5,276,5,149,0,18,2,0,8,1,0,8,98
5.289497767,1,292,5,269,1,23,6,0,7,1,0,5,184
0.939108775,3,59,1,435,1,19,2,1,1,1,0,19,105
2.244295,5,878,2,391,2,16,1,0,9,1,0,12,411
0.1,0,441,1,398,0,31,7,0,1,0,0,7,333
3.10996673,2,97,1,419,1,33,3,0,8,1,0,6,153
7.068729446,5,673,5,237,2,21,6,1,9,0,0,19,895
3.438506677,4,253,4,452,0,31,1,1,4,1,1,6,156
3.977625582,3,943,5,455,2,31,5,0,3,1,0,1,677
2.455825473,3,206,2,345,3,30,4,0,6,1,0,1,511
3.917387116,4,904,1,14,1,22,7,0,8,1,0,5,847
0.5,1,75,0,419,4,33,7,0,2,1,0,16,849
0.961250506,2,470,1,92,3,32,1,0,1,0,1,15,892
1.277265304,1,869,2,15,0,27,1,0,0,1,1,10,219
3.499854861,4,727,3,161,1,28,5,0,1,0,0,19,553
4.923585613,4,810,5,488,0,32,3,0,7,1,0,7,965
2.030285801,2,823,4,232,1,27,4,0,5,1,0,16,283
3.05717357,4,313,4,190,0,24,7,0,2,0,0,5,450
2.229081375,4,578,5,272,1,28,4,0,9,1,0,14,415
3.816399716,5,637,5,275,3,24,3,0,7,0,0,16,451
1.942111034,2,519,2,176,1,20,6,0,4,1,0,8,50
1.037758542,3,303,1,479,3,31,5,0,5,0,0,17,871
2.326100139,1,767,0,87,6,31,6,0,6,1,0,8,749
2.640211021,3,595,1,421,0,25,5,0,3,0,0,13,274
2.441072117,3,196,1,51,1,33,1,1,6,0,0,3,753
4.179013413,5,375,0,71,1,27,2,0,9,0,0,8,698
3.146906534,1,387,4,390,4,26,7,0,6,1,0,5,380
1.787892487,3,789,1,445,0,26,2,1,8,1,0,11,855
2.752875597,2,167,3,287,0,18,5,0,2,0,0,4,287
3.962373532,1,214,3,322,2,30,3,0,4,1,0,3,244
2.09429197,0,599,2,361,0,15,6,0,4,1,1,18,802
4.134638798,5,960,2,404,0,34,3,0,8,1,0,5,473
1.929311934,3,919,0,407,3,28,2,0,7,1,0,13,767
1.27065094,4,857,0,40,3,27,6,0,5,0,1,19,309
3.674770135,1,698,2,13,2,21,3,0,7,1,1,10,776
3.676930209,0,870,5,118,4,20,3,0,9,0,0,9,829
1.748303729,4,807,1,415,1,15,7,1,0,1,0,6,855
1.136966516,0,247,5,383,0,33,7,0,5,1,0,6,488
5.73707834,3,423,4,102,1,15,6,0,3,1,0,18,528
4.917009396,4,627,3,108,6,29,4,0,3,0,0,9,523
3.406600653,3,641,0,201,2,26,7,0,6,1,0,5,463
4.865228267,4,613,2,342,3,29,6,0,9,0,1,1,81
3.567546638,1,178,3,221,4,17,3,0,8,1,0,9,214
1.482925942,2,463,5,92,2,24,4,0,0,1,0,19,386
1.427430245,2,429,0,216,2,15,6,0,3,1,0,19,196
0.8,0,929,0,124,2,15,4,0,5,1,0,15,831
4.108097166,5,50,1,483,1,30,6,0,5,1,1,5,245
2.833894852,4,216,0,261,1,19,2,0,7,1,0,18,125
3.572205447,3,65,4,477,0,19,7,0,5,1,0,6,568
1.502686113,5,706,0,70,3,25,4,0,5,0,0,9,181
1.597066521,1,161,4,365,0,25,5,0,3,1,0,19,213
1.717712471,1,417,5,399,0,26,1,0,7,1,0,2,665
0.5,1,151,1,262,2,32,7,0,2,1,0,19,821
3.038349626,2,643,4,88,0,28,4,0,3,1,0,6,681
3.238490159,3,455,5,205,2,15,5,0,2,1,0,3,155
2.426922134,1,556,3,271,3,22,5,0,0,0,0,16,102
1.490184441,1,660,0,331,1,17,3,1,3,1,0,5,946
2.049777658,0,720,2,429,2,32,5,1,4,1,0,5,774
4.652302151,4,89,2,408,0,34,3,0,9,0,0,9,82
3.199068445,4,716,4,341,0,16,5,1,4,0,1,10,853
4.039751209,4,597,1,305,2,23,2,1,8,0,1,14,563
5.955486558,5,430,4,245,3,33,2,0,3,1,1,7,92
0.997736976,0,808,5,178,0,26,2,0,1,0,0,1,181
4.732754705,2,565,5,16,0,25,2,1,9,1,0,15,86
6.457640658,5,546,4,31,2,15,6,0,6,1,0,3,570
2.767815735,0,935,4,81,1,30,2,0,8,1,0,6,461
1.394640506,1,330,3,115,1,15,7,0,3,0,1,11,828
4.858196343,3,400,5,148,2,34,7,1,3,1,1,17,991
4.318699217,5,383,3,395,2,23,5,0,8,1,0,17,389
6.279853978,5,975,4,39,0,19,4,0,3,0,0,13,766
2.427696253,1,992,1,333,1,19,4,0,4,0,1,14,499
1.782558925,1,810,0,446,4,22,4,0,0,1,1,15,574
3.486424951,3,573,5,98,5,28,2,0,1,0,0,17,436
0.867159379,4,332,2,414,0,18,2,0,6,0,1,8,178
5.404671361,5,990,3,162,0,26,5,0,7,1,1,11,538
4.775146518,0,777,5,82,4,16,7,0,8,1,0,19,772
0.881776316,2,368,0,337,0,20,6,0,5,0,1,9,136
2.421568885,1,872,3,398,2,28,7,0,3,1,0,13,795
4.622133535,1,463,5,247,3,27,4,0,3,1,1,7,103
2.121496856,2,643,3,485,2,17,7,0,8,0,0,3,487
0.8,0,63,3,331,1,33,7,0,3,1,1,3,242
2.329682052,1,105,4,350,3,19,7,1,2,1,0,2,733
2.309412096,2,452,4,260,0,32,6,0,1,0,0,2,335
1.224819124,1,391,3,314,0,26,3,0,6,1,0,14,400
3.851710734,4,843,3,17,2,25,2,0,3,1,1,13,370
4.980905352,4,248,2,491,1,18,1,1,5,1,0,19,348
0.3,1,909,0,480,0,26,1,0,3,0,0,7,759
0.3,1,727,0,216,0,33,1,0,0,1,0,8,502
2.762952314,4,341,1,420,1,21,7,0,8,1,0,11,645
1.147825317,1,707,1,267,2,24,5,0,0,0,0,12,842
0.35883155,0,490,1,293,0,33,3,1,2,0,0,2,405
1.36258464,0,127,4,148,2,15,2,0,2,1,0,1,219
4.673525715,3,161,4,55,1,30,5,0,6,1,0,11,796
3.226173642,0,584,2,135,0,18,4,0,0,0,0,9,139
5.845470294,5,424,4,30,3,26,4,0,5,0,0,14,833
3.832358636,5,165,1,179,3,27,7,0,0,1,0,14,735
3.110655573,5,191,5,41,0,17,2,1,6,0,0,9,967
1.33710065,1,246,3,425,1,30,7,0,3,0,0,16,364
0.3,1,839,1,464,3,16,7,0,0,1,0,1,876
2.400330945,2,589,2,159,2,23,6,0,7,0,0,8,379
5.200515729,5,348,3,215,2,20,2,0,9,1,0,6,701
5.090100288,5,125,4,342,2,24,1,0,5,1,0,5,797
2.500884342,0,579,3,30,1,31,3,0,4,1,0,15,206
3.822821804,4,149,5,415,3,19,1,0,5,1,1,2,463
4.157657481,4,528,2,299,2,26,7,0,7,1,0,19,482
4.389327378,3,517,4,147,3,22,3,1,5,0,0,1,483
0.4,2,685,0,74,3,26,5,0,1,1,0,17,637
4.292373375,4,926,1,74,9,26,5,0,5,0,0,4,171
3.556091446,3,341,5,97,2,24,7,0,8,1,0,18,138
2.565798292,0,174,5,332,2,27,6,0,0,1,0,2,703
0.3,2,568,1,488,1,15,3,0,1,0,1,19,521
2.608403541,2,72,2,52,1,16,5,1,2,1,1,16,537
2.849071328,5,211,2,380,0,34,3,1,4,0,0,7,939
3.639213959,1,678,5,434,1,29,7,0,5,0,1,15,688
2.423451326,5,555,1,150,1,24,6,0,2,0,0,3,927
2.43612744,0,931,3,383,2,15,6,0,7,0,0,5,240
2.470587746,5,913,0,13,5,34,6,0,5,0,0,15,743
1.668307241,2,70,0,288,2,32,5,1,8,0,0,8,309
3.816444911,5,813,2,335,2,15,6,0,0,1,1,19,90
2.088129144,3,887,2,427,2,26,4,0,2,0,0,3,993
3.674828513,5,513,3,50,2,22,7,0,3,0,0,1,597
1.609451989,4,532,2,411,1,23,2,0,6,0,0,15,813
0.889684375,0,551,0,385,2,34,5,0,1,0,1,4,287
1.888914733,0,992,1,493,1,16,5,0,3,1,0,17,828
4.682535013,2,358,5,99,3,30,4,1,2,0,0,19,246
2.272659256,5,645,0,490,3,28,1,0,6,1,0,6,376
4.33017429,2,923,3,265,3,15,4,1,8,0,0,5,861
1.954401092,2,602,1,426,2,28,5,0,6,0,1,14,510
0.816535315,3,252,1,418,3,34,4,0,3,1,1,14,652
4.017108959,1,465,5,317,0,31,4,1,1,1,1,5,805
0.6,2,689,0,154,2,20,6,1,6,0,0,14,944
1.493277678,1,191,1,316,5,22,4,0,7,0,0,12,451
1.481454167,1,905,1,396,1,32,7,1,6,1,0,14,782
2.688405896,0,664,2,320,4,22,3,0,3,1,1,1,88
3.096040039,4,156,1,479,0,22,4,0,6,1,1,19,749
1.79093478,4,578,3,193,2,16,4,0,3,1,0,6,866
3.335659375,5,586,1,128,1,30,7,0,5,1,0,15,475
1.140475045,3,625,2,122,2,27,7,1,5,0,0,9,984
4.139732198,3,903,4,300,2,28,5,0,8,0,1,18,281
4.296938282,4,936,4,258,3,21,3,0,3,1,1,4,448
1.733149897,5,798,3,333,3,17,1,0,6,0,0,14,999
6.237447593,4,737,5,452,1,22,3,0,6,0,0,16,627
3.594815359,5,340,5,101,3,15,3,0,8,1,0,5,514
4.283038711,5,854,3,68,3,31,7,0,6,0,0,9,422
2.324099968,5,360,1,278,4,22,7,0,1,0,0,1,123
2.316663589,5,962,1,327,1,20,3,0,5,0,1,5,425
0.796775533,0,717,4,103,0,33,5,1,7,0,0,1,891
3.768303346,0,434,4,263,2,25,6,0,8,1,0,18,606
3.676419225,4,102,0,184,1,22,2,0,1,0,0,2,165
4.63160348,5,634,4,469,4,22,5,0,7,0,1,19,500
3.656845467,2,232,4,12,2,24,7,0,4,0,0,8,74
4.393790686,5,418,3,30,2,24,5,1,9,0,1,17,680
3.00801021,2,750,0,113,4,27,1,0,5,1,0,11,847
3.337873647,0,62,5,330,1,17,6,1,0,0,0,10,571
0.837163452,5,608,0,411,2,31,1,0,7,0,0,6,294
0,1,209,1,278,2,29,7,0,0,0,0,15,957
1.523428145,4,333,1,464,4,20,1,0,0,1,0,1,177
2.169343447,5,614,0,342,1,31,2,1,7,0,0,14,709
2.552382062,3,336,0,218,0,15,3,0,6,1,0,3,74
0.4,2,57,1,374,2,17,2,1,4,0,0,13,193
4.339947356,5,121,3,105,1,22,7,0,5,1,0,2,665
3.451648405,1,941,3,102,1,22,3,0,0,0,0,11,985
3.602641602,2,147,3,54,4,25,2,0,9,0,1,9,380
2.148998521,1,136,3,71,1,30,6,0,3,0,0,7,991
3.443586144,4,891,1,39,1,15,5,0,3,1,0,5,800
3.196596627,4,150,2,468,1,25,5,1,2,1,0,4,597
3.073586782,4,330,4,279,0,31,3,0,5,0,0,14,335
2.761665622,0,932,4,446,2,27,3,0,4,0,0,5,645
0.8,1,338,4,19,4,16,3,0,5,1,0,19,882
5.221571525,5,798,4,465,3,19,7,1,9,1,0,19,617
2.794445018,3,245,1,424,4,26,4,0,7,1,0,7,817
4.098309489,3,440,2,15,0,29,1,0,3,1,0,7,355
4.268308479,4,658,1,476,4,21,4,0,6,0,0,16,930
2.54784237,3,499,2,384,2,20,4,0,8,0,0,7,58
3.218038471,2,417,1,28,3,19,5,0,2,0,0,4,189
0.6,1,479,0,21,1,29,6,0,6,0,0,19,586
3.02792422,1,145,2,382,5,17,5,0,8,1,0,10,756
3.981583294,1,310,4,201,2,23,3,0,0,0,1,19,879
2.507641476,2,561,2,112,1,31,5,0,3,1,0,12,836
5.883006284,5,170,5,379,3,28,3,0,7,1,0,16,625
2.854309719,0,415,3,259,3,21,6,1,7,1,0,4,580
1.605710844,2,834,2,253,2,29,6,0,2,1,0,16,391
3.34975275,1,381,5,347,2,21,4,0,4,1,0,6,873
2.032284232,1,101,3,448,2,27,1,0,5,1,0,18,820
2.604132552,1,445,5,204,1,28,5,0,0,1,0,12,772
5.662695359,5,367,3,274,1,25,4,0,9,1,1,4,176
0.932390273,3,724,0,143,3,32,6,0,1,1,0,10,879
0.36216614,0,751,2,394,4,27,3,0,2,0,0,12,147
5.385345888,2,326,5,435,1,26,5,0,6,0,0,1,69
0.686541591,1,646,0,497,3,16,6,1,1,1,0,15,164
5.151925553,4,243,4,358,2,24,7,0,4,1,0,7,590
3.120814349,0,742,2,448,1,25,1,0,9,0,0,2,852
3.110013701,4,70,1,186,3,30,5,1,8,0,0,15,476
1.879591845,0,448,1,364,3,31,3,1,0,0,1,3,300
1.526095631,1,764,1,108,3,28,4,0,7,0,0,1,509
2.974957964,0,251,5,39,2,27,6,0,7,1,1,4,308
3.397557519,0,515,5,300,0,31,7,0,7,0,1,8,922
4.559882366,1,200,3,72,2,19,7,1,4,0,0,10,822
1.500145351,5,945,1,496,2,18,4,0,8,1,1,4,748
4.451119287,4,208,4,415,3,25,1,0,4,0,0,10,986
4.04763057,5,359,5,436,2,31,1,0,5,0,0,6,819
2.086629476,4,553,2,37,3,17,4,0,8,1,0,17,335
4.975083427,3,75,5,155,5,16,2,0,5,1,0,5,123
2.91863751,4,870,2,297,3,15,4,0,9,0,0,11,847
4.1062387,4,115,5,78,2,32,3,1,5,1,0,11,914
1.138278617,0,984,3,447,0,30,5,0,1,0,0,7,982
3.410689783,3,312,3,261,3,25,2,1,4,1,0,3,377
0.4,1,521,3,171,2,21,7,0,1,1,0,5,886
5.150138429,1,216,4,424,4,19,4,1,7,0,0,9,977
5.495564052,2,849,5,119,2,32,5,0,3,1,0,13,352
4.242896202,3,203,2,362,3,18,6,0,2,1,0,2,267
4.287803846,0,392,5,141,3,22,1,0,8,1,1,7,506
0.9418927,2,767,0,407,3,20,6,0,0,0,0,12,322
4.147564503,2,462,3,280,4,15,4,0,0,1,0,7,717
3.357693097,1,714,1,197,0,21,2,0,8,0,1,1,537
3.338669217,4,233,0,29,2,20,3,0,4,0,0,5,443
0.879841873,0,720,0,285,4,15,5,0,1,0,1,12,971
3.761187848,3,243,3,186,2,21,6,0,6,1,0,8,365
2.828926476,2,51,1,108,2,28,7,0,1,1,0,17,617
2.284513916,0,264,3,256,2,20,5,0,7,1,0,18,200
2.943333367,1,736,3,333,2,24,4,0,4,1,0,11,684
0.993252439,2,636,1,27,3,32,3,0,0,1,1,4,319
1.3,2,846,0,417,3,30,3,0,8,1,1,15,879
1.618008036,5,688,0,420,2,26,1,0,4,0,1,18,719
3.385008449,1,532,5,298,3,25,4,0,7,0,0,14,857
2.940600889,5,610,1,134,3,22,6,0,9,0,0,17,372
0.485561768,1,81,0,329,1,29,7,0,0,1,0,15,541
3.299797379,1,719,4,162,2,26,5,0,2,0,0,1,939
4.048968215,5,64,3,78,1,21,1,1,7,1,0,18,196
2.743433045,0,367,4,155,2,30,5,0,0,0,0,14,431
3.15861596,0,895,4,54,3,18,6,0,0,1,1,16,190
4.172715387,0,292,5,375,3,15,1,0,5,1,0,10,415
3.806924739,4,66,5,29,0,15,6,0,9,0,1,3,244
5.969400536,2,583,5,300,7,29,4,0,5,1,0,14,377
2.671444005,0,805,4,256,0,28,6,1,1,1,0,18,661
1.792219587,4,975,2,399,3,29,1,0,0,0,1,13,228
2.778575502,2,130,2,356,2,16,1,0,7,1,0,14,224
1.956634654,0,705,4,485,3,30,3,0,3,1,0,5,568
4.279794335,1,485,3,212,2,19,6,0,9,0,0,12,167
1.42476223,3,57,4,18,0,25,3,0,3,0,0,4,888
2.66398541,0,728,4,189,3,25,6,0,6,1,0,15,676
5.432644471,3,336,5,165,3,15,5,1,8,0,0,18,303
4.07986383,0,829,5,28,1,16,7,0,4,1,1,8,90
5.673796701,1,850,5,112,6,15,3,1,2,1,1,4,97
1.830983819,3,235,2,255,2,17,4,0,9,0,1,13,707
3.101428077,4,573,4,94,1,34,4,0,3,1,1,10,92
2.727795694,1,842,3,328,1,15,1,1,0,0,0,19,981
3.891860731,3,471,3,360,1,31,5,0,7,0,0,16,164
3.723951403,3,865,5,243,3,16,7,1,6,0,1,9,885
6.399397107,5,515,5,144,1,28,4,0,3,0,0,19,648
4.409800887,5,132,4,46,2,34,1,1,2,1,0,12,272
2.785624713,1,616,3,354,3,16,5,0,8,1,0,3,273
1.613633501,1,692,4,101,1,32,4,0,6,0,0,5,77
1.797308371,1,686,2,301,1,22,2,0,0,0,0,3,273
4.460495532,2,532,4,26,3,22,1,0,4,1,1,5,484
3.886116493,4,374,5,99,1,21,4,1,1,1,0,11,534
1.2,0,468,0,357,2,25,2,0,9,1,0,7,693
2.459945349,5,100,2,174,1,34,6,0,3,0,1,2,186
1.721257276,3,76,3,474,5,21,1,1,0,1,0,18,519
4.368922247,5,726,3,453,1,21,4,1,6,0,0,3,907
4.23323807,0,961,5,262,3,31,1,1,1,0,0,10,243
1.053056694,1,842,5,314,2,29,3,1,2,1,1,16,676
3.295205507,5,594,2,90,2,21,6,0,6,0,0,19,101
4.716633385,4,111,5,490,1,34,2,1,8,1,0,6,346
2.748005997,4,706,0,193,3,31,5,0,2,0,1,2,764
1.749707087,2,220,2,299,1,33,5,0,7,0,0,7,960
4.46361315,5,335,5,258,3,28,7,0,3,0,0,2,909
3.025919354,1,858,1,224,4,34,1,0,9,1,1,6,901
1.979198691,3,166,0,167,1,19,1,0,6,1,0,1,886
3.166268175,2,53,2,420,3,26,3,0,1,1,1,14,714
0.8,1,115,1,188,0,26,2,0,6,0,1,1,164
2.231114306,2,109,4,402,1,16,1,0,6,1,1,18,982
1.270426107,5,954,0,29,0,18,5,0,2,0,0,14,693
0.8000478,0,551,4,480,0,16,2,0,8,0,0,13,253
4.819965256,5,848,1,440,1,19,2,0,3,0,1,12,909
2.675379406,1,906,3,156,4,34,3,0,9,1,0,12,630
3.860820148,3,278,3,494,2,16,6,0,6,0,0,19,391
5.550142333,3,149,5,77,2,27,1,1,0,1,0,3,448
2.87124297,1,168,3,86,2,17,2,1,5,0,0,18,998
3.108240652,2,118,4,111,4,29,3,0,3,1,0,4,901
2.50675602,4,713,0,149,4,33,5,0,2,1,0,15,443
1.632477945,1,841,4,390,2,30,3,1,4,1,0,16,289
3.762063129,5,270,4,82,5,28,7,0,6,0,1,19,917
5.083887186,3,990,3,216,3,18,7,0,3,0,0,8,97
0.82911864,0,272,4,222,1,31,7,0,5,0,0,11,647
0.6,3,726,1,88,2,26,3,0,3,1,0,4,484
4.678352477,4,553,2,122,4,16,6,0,8,1,0,16,120
2.525654407,3,260,2,262,2,34,7,0,8,1,0,16,342
5.130291102,4,840,2,142,5,28,3,1,3,1,1,15,985
1.1,1,980,5,206,0,17,7,0,8,1,0,18,759
3.561266328,3,624,3,34,1,30,1,0,8,1,0,1,421
1.469793122,2,935,3,481,3,22,3,0,3,1,0,4,777
1.780703995,5,931,2,110,2,26,5,1,5,1,1,12,787
0.1,2,311,0,254,0,23,2,1,1,0,0,12,646
3.37596527,5,567,5,40,0,15,7,0,5,1,1,17,683
2.32499845,3,297,2,439,0,15,7,0,7,1,1,17,662
2.917767501,3,790,4,299,3,23,4,1,0,1,0,7,595
3.89938371,5,847,2,265,1,29,7,0,7,0,1,16,923
1.1,0,306,2,434,3,24,6,1,9,0,1,13,563
1.519729739,3,112,0,215,0,31,1,0,1,1,0,15,446
3.084623383,0,441,3,484,0,16,4,0,8,1,0,13,71
3.732469761,0,589,3,77,3,17,7,1,6,0,0,15,96
4.848496113,5,906,4,224,1,24,6,0,4,1,0,5,285
2.915107622,0,466,2,131,4,33,6,0,9,0,0,14,351
0.7,0,102,1,431,2,23,3,1,5,0,1,19,990
3.853563244,1,813,4,55,1,32,1,0,3,0,0,4,145
3.916377032,2,87,3,78,1,17,5,0,2,1,1,9,89
0,0,357,0,36,1,23,4,0,0,0,0,9,148
1.697855705,2,895,3,180,2,25,2,0,6,0,0,11,315
0.94595748,0,700,3,254,1,23,6,0,2,1,0,17,643
0,2,947,0,471,0,19,5,0,0,0,0,14,278
2.174136337,3,102,2,464,2,34,5,0,7,1,1,3,333
3.082304433,3,655,2,310,1,32,4,1,6,0,0,15,637
3.299059272,2,655,3,283,2,26,2,0,1,0,0,6,129
2.380119157,0,501,4,297,2,31,1,0,8,0,0,7,343
